depth, trials
100,0.01614100,0.01358000,0.01336400,0.01290500,0.01248700,0.01208700,0.01234100,0.01159900,0.01147300,0.01118500,0.01097500,0.02120000,0.02588900,0.01672600,0.03537600,0.01519700,0.01074200,0.03708200,0.01091400,0.01012700
