qubit, time(s), standardDev, maxDelta, minDelta
0, 0.48419368, 0.00279577, 0.01799238, 0.00172865
1, 0.48400496, 0.00059148, 0.00159885, 0.00129484
2, 0.48580623, 0.00636593, 0.04235458, 0.00262118
3, 0.63017606, 0.01883770, 0.02768708, 0.11029719
4, 0.49051962, 0.01009666, 0.02461638, 0.00725351
5, 0.52012996, 0.06362941, 0.20432706, 0.03637890
6, 0.62350601, 0.07721184, 0.43933207, 0.08740682
7, 0.59274736, 0.00058930, 0.00225648, 0.00116935
8, 0.58829155, 0.00034885, 0.00127754, 0.00055232
9, 0.59910584, 0.07480989, 0.46865915, 0.01789285
10, 0.52351682, 0.00714008, 0.03882916, 0.01251285
11, 0.52418482, 0.01260501, 0.01298321, 0.03257191
12, 0.49292369, 0.00168270, 0.00587730, 0.00213380
13, 0.49660728, 0.01150116, 0.02549580, 0.01012537
14, 0.48580280, 0.00114770, 0.00510820, 0.00118271
15, 0.48408942, 0.00189330, 0.00683041, 0.00145845
16, 0.48270898, 0.00233780, 0.00756903, 0.00151305
17, 0.48440965, 0.00141664, 0.00613419, 0.00116857
18, 0.48395017, 0.00041495, 0.00152489, 0.00058130
19, 0.48479473, 0.00269760, 0.00958813, 0.00203763
20, 0.48376816, 0.00204979, 0.01297481, 0.00095909
21, 0.48566940, 0.00355745, 0.01374266, 0.00301936
22, 0.48411430, 0.00212119, 0.00904356, 0.00131024
23, 0.48371560, 0.00123184, 0.00471252, 0.00101573
24, 0.48382310, 0.00058806, 0.00289198, 0.00071601
25, 0.53494681, 0.01067868, 0.01428615, 0.03460063
26, 0.52484807, 0.01677945, 0.01653377, 0.03790220
27, 0.51517183, 0.01839451, 0.02705902, 0.02730996
28, 0.51479777, 0.01811970, 0.02530423, 0.02634963
29, 0.54148351, 0.02184087, 0.03275431, 0.04571139
30, 1.14052910, 0.04526417, 0.04305893, 0.27262610
31, 1.74345226, 0.11280032, 0.29792481, 0.21542615
32, 10.56507380, 0.02953177, 0.12174718, 0.04252871
33, 10.58307512, 0.01822573, 0.04867999, 0.03105290
34, 10.45911433, 0.12210106, 0.84525869, 0.05063631
35, 10.49295015, 0.04733101, 0.07453375, 0.08788795
