qubit, time(s), standardDev, maxDelta, minDelta
0, 0.48124496, 0.00173028, 0.01030406, 0.00079599
1, 0.48087653, 0.00025244, 0.00057427, 0.00049146
2, 0.48087625, 0.00029631, 0.00072690, 0.00067524
3, 0.55394338, 0.01963263, 0.03648164, 0.06630538
4, 0.48074852, 0.00035174, 0.00116863, 0.00053249
5, 0.49052648, 0.01663792, 0.04812642, 0.01548056
6, 0.60297007, 0.00808994, 0.00277095, 0.05460686
7, 0.59227842, 0.00028093, 0.00064164, 0.00047440
8, 0.58822936, 0.00036353, 0.00129062, 0.00067634
9, 0.53816834, 0.01154332, 0.04203686, 0.01641241
10, 0.50406525, 0.01477335, 0.01956871, 0.02493116
11, 0.49559254, 0.01481038, 0.04005938, 0.01043553
12, 0.49111701, 0.00705308, 0.03192901, 0.00352121
13, 0.48557035, 0.00216790, 0.01398571, 0.00097243
14, 0.48529481, 0.00473797, 0.02826810, 0.00184488
15, 0.48144443, 0.00052135, 0.00296061, 0.00054057
16, 0.48119159, 0.00173599, 0.01109247, 0.00092359
17, 0.48374400, 0.00139239, 0.00830021, 0.00089392
18, 0.48321709, 0.00029646, 0.00065198, 0.00058493
19, 0.48297872, 0.00086401, 0.00539313, 0.00087275
20, 0.48244886, 0.00029688, 0.00063605, 0.00046878
21, 0.48212145, 0.00028539, 0.00056745, 0.00052641
22, 0.48158448, 0.00106246, 0.00725157, 0.00061767
23, 0.48205452, 0.00148756, 0.00807948, 0.00074964
24, 0.48162812, 0.00071165, 0.00444991, 0.00084418
25, 0.49239776, 0.01524986, 0.03688314, 0.01259968
26, 0.49542586, 0.01879750, 0.03985508, 0.01581184
27, 0.49167450, 0.01225191, 0.04212848, 0.01064046
28, 0.48655918, 0.00732209, 0.02449892, 0.00575116
29, 0.49277174, 0.00887105, 0.03678430, 0.00599753
30, 0.60229253, 0.15273003, 0.49119354, 0.10637760
