qubit, time(s), standardDev, maxDelta, minDelta
0, 0.48486037, 0.00967436, 0.06716471, 0.00271626
1, 0.48260006, 0.00124661, 0.00523511, 0.00088223
2, 0.48233608, 0.00044288, 0.00104090, 0.00068215
3, 0.62490528, 0.02416943, 0.03294570, 0.11543839
4, 0.48341592, 0.00209809, 0.01073305, 0.00137098
5, 0.51548534, 0.01065596, 0.02438754, 0.01628047
6, 0.61169715, 0.00830855, 0.00240569, 0.05798335
7, 0.59869900, 0.00708461, 0.03657994, 0.00237598
8, 0.58805163, 0.00040056, 0.00108235, 0.00115855
9, 0.58577231, 0.00042386, 0.00080964, 0.00100735
10, 0.50660314, 0.01683813, 0.07604990, 0.02592911
11, 0.50439064, 0.01671217, 0.03170951, 0.01814453
12, 0.49252047, 0.00242089, 0.00721155, 0.00331034
13, 0.48738799, 0.00068677, 0.00293412, 0.00092206
14, 0.48708598, 0.00121809, 0.00436290, 0.00108401
15, 0.48299829, 0.00065063, 0.00382480, 0.00070826
16, 0.48310599, 0.00198003, 0.01087012, 0.00117502
17, 0.48526212, 0.00048119, 0.00101594, 0.00109120
18, 0.48574075, 0.00181831, 0.01125327, 0.00110278
19, 0.48444479, 0.00041595, 0.00093824, 0.00080174
20, 0.48393695, 0.00038898, 0.00160701, 0.00058692
21, 0.48385890, 0.00098677, 0.00377600, 0.00084885
22, 0.48358552, 0.00104269, 0.00485738, 0.00096647
23, 0.48325980, 0.00039930, 0.00089132, 0.00075090
24, 0.48330232, 0.00148783, 0.00769166, 0.00102755
25, 0.50128910, 0.02117262, 0.04019883, 0.01973507
26, 0.49339166, 0.01295435, 0.04482421, 0.01174870
27, 0.49032749, 0.00678085, 0.02513348, 0.00775541
28, 0.49332192, 0.01279869, 0.04416415, 0.01141694
29, 0.49890234, 0.01262132, 0.05263255, 0.01147845
30, 1.02334401, 0.15751005, 0.17097715, 0.39260599
31, 1.73387469, 0.08393771, 0.24130928, 0.21823967
32, 10.70493049, 0.02987400, 0.14958769, 0.04751963
33, 10.60619475, 0.01705006, 0.04445408, 0.02694680
