qubit, time(s), standardDev, maxDelta, minDelta
0, 0.96379678, 0.00874316, 0.03571423, 0.00386064
1, 0.96110642, 0.00115369, 0.00696957, 0.00154555
2, 0.96081113, 0.00114964, 0.00692678, 0.00089693
3, 1.12358770, 0.03347625, 0.07567229, 0.08194170
4, 0.95968503, 0.00080455, 0.00486380, 0.00091523
5, 0.97539686, 0.01271134, 0.02859904, 0.02201198
6, 1.20446138, 0.01369085, 0.00496955, 0.09539824
7, 1.18306703, 0.00059661, 0.00242191, 0.00115008
8, 1.17443799, 0.00048773, 0.00090385, 0.00146483
9, 1.12994292, 0.01490428, 0.02896616, 0.03597190
10, 0.99704299, 0.02767433, 0.05051508, 0.03964195
11, 1.18797996, 0.07076394, 0.04663918, 0.21263196
12, 0.97955805, 0.00710496, 0.02504581, 0.00476390
13, 0.96888774, 0.00052700, 0.00231511, 0.00102990
14, 0.96598200, 0.00024381, 0.00068684, 0.00047307
15, 0.96068228, 0.00028226, 0.00060856, 0.00066340
16, 0.95912295, 0.00038731, 0.00135417, 0.00075799
17, 0.96330116, 0.00043478, 0.00112893, 0.00118516
18, 0.96392168, 0.00172018, 0.01023422, 0.00103749
19, 0.96162195, 0.00034346, 0.00073104, 0.00083680
20, 0.96153613, 0.00028629, 0.00063591, 0.00081821
21, 0.96104874, 0.00030305, 0.00080334, 0.00072183
22, 0.96125000, 0.00037425, 0.00088794, 0.00099795
23, 0.96110559, 0.00033906, 0.00086355, 0.00054049
24, 0.96079151, 0.00034825, 0.00089558, 0.00077240
25, 0.96015015, 0.00097308, 0.00504074, 0.00134817
26, 0.96262463, 0.00760553, 0.03829042, 0.00351580
27, 0.96341310, 0.01359434, 0.09412779, 0.00370608
28, 0.96555364, 0.01002789, 0.06411636, 0.00410378
29, 0.96182752, 0.00151358, 0.00909447, 0.00131941
30, 0.97527874, 0.00906577, 0.06232512, 0.00334180
