qubit, time(s), standardDev, maxDelta, minDelta
0, 0.48696589, 0.00266098, 0.00508595, 0.00561189
1, 0.48657037, 0.00249078, 0.00492476, 0.00602628
2, 0.48642069, 0.00232025, 0.00411934, 0.00573355
3, 0.56687322, 0.02118145, 0.04024372, 0.07380524
4, 0.48681602, 0.00206373, 0.00516000, 0.00475392
5, 0.50248937, 0.01380115, 0.03993078, 0.01918725
6, 0.60475915, 0.00979618, 0.00461895, 0.06674712
7, 0.59465168, 0.00180042, 0.00719645, 0.00275872
8, 0.59140242, 0.00164374, 0.00487768, 0.00267232
9, 0.52969218, 0.00844695, 0.04676985, 0.01288630
10, 0.50247159, 0.01486713, 0.02565751, 0.02052369
11, 0.49939870, 0.01111861, 0.03831316, 0.01037979
12, 0.49464922, 0.00212775, 0.00611586, 0.00573426
13, 0.49020647, 0.00188061, 0.00508834, 0.00347446
14, 0.48893129, 0.00208651, 0.01109470, 0.00453030
15, 0.48587113, 0.00159788, 0.00452799, 0.00319105
16, 0.48554520, 0.00174655, 0.00628086, 0.00394206
17, 0.48868323, 0.00151097, 0.00499272, 0.00282932
18, 0.48767683, 0.00162570, 0.00705317, 0.00211284
19, 0.48699155, 0.00164265, 0.00589141, 0.00319853
20, 0.48652286, 0.00162723, 0.00624304, 0.00297303
21, 0.48572389, 0.00177804, 0.00519213, 0.00332895
22, 0.48569390, 0.00174955, 0.00611905, 0.00296971
23, 0.48564084, 0.00147763, 0.00509827, 0.00228889
24, 0.48537398, 0.00190043, 0.00766706, 0.00225688
25, 0.49350980, 0.01276200, 0.04996416, 0.01261571
26, 0.50011820, 0.02056749, 0.04144984, 0.01847905
27, 0.49339986, 0.01307100, 0.04624915, 0.01060486
28, 0.49072568, 0.00833905, 0.03305014, 0.00707762
29, 0.49673114, 0.01017490, 0.04161086, 0.00889621
30, 0.74196531, 0.21251512, 0.45868180, 0.24472024
31, 1.49583346, 0.15889921, 0.29156440, 0.40498954
