qubit, time(s), standardDev, maxDelta, minDelta
0, 0.48564997, 0.00693456, 0.04614505, 0.00331583
1, 0.48483443, 0.00320157, 0.01758170, 0.00175357
2, 0.48355810, 0.00063153, 0.00248201, 0.00109903
3, 0.62531896, 0.01999560, 0.04188805, 0.09077806
4, 0.54172874, 0.08193099, 0.31286024, 0.05970574
5, 0.54266784, 0.03788279, 0.25798538, 0.01484797
6, 0.61245783, 0.00563220, 0.00261418, 0.03914484
7, 0.59627916, 0.00043164, 0.00148486, 0.00064923
8, 0.58867189, 0.00082811, 0.00315025, 0.00119683
9, 0.58477564, 0.00046483, 0.00117425, 0.00075861
10, 0.61203994, 0.00178342, 0.00514327, 0.01084508
11, 0.50073465, 0.01245661, 0.02634851, 0.01571068
12, 0.49589108, 0.00725123, 0.03047300, 0.00567912
13, 0.49241795, 0.00720224, 0.03362999, 0.00575795
14, 0.48819458, 0.00272984, 0.01144230, 0.00371659
15, 0.48467207, 0.00244248, 0.00984382, 0.00204707
16, 0.48320719, 0.00128492, 0.00511388, 0.00143214
17, 0.48502773, 0.00101414, 0.00585443, 0.00092167
18, 0.48539739, 0.00058945, 0.00265259, 0.00094920
19, 0.48392827, 0.00045907, 0.00169962, 0.00095421
20, 0.48537489, 0.00231518, 0.00507716, 0.00234767
21, 0.48378060, 0.00108442, 0.00534346, 0.00112770
22, 0.48331857, 0.00098113, 0.00551652, 0.00094152
23, 0.48360191, 0.00111668, 0.00489797, 0.00129686
24, 0.48329556, 0.00067125, 0.00293958, 0.00096667
25, 0.53798494, 0.00675994, 0.00515904, 0.03427801
26, 0.53627015, 0.00905383, 0.02606892, 0.03266716
27, 0.55328517, 0.08905226, 0.37232895, 0.06489711
28, 0.52463642, 0.01487590, 0.01522264, 0.03605237
29, 0.54251022, 0.01644770, 0.02077966, 0.03912110
30, 1.15471570, 0.04314198, 0.05687436, 0.28414980
31, 1.70103864, 0.11923503, 0.34804435, 0.21256356
32, 10.66827861, 0.15170596, 0.70417150, 0.07286540
33, 10.64667666, 0.11654823, 0.81255018, 0.03500379
34, 10.67518680, 0.14131796, 0.81373723, 0.05493085
35, 16.13762983, 4.65355494, 11.12173025, 4.55168303
36, 11.48529824, 0.78122507, 5.42802278, 0.37624511
