qubit, time(s), standardDev, maxDelta, minDelta
0, 1.95271766, 0.00318152, 0.00923026, 0.00648367
1, 1.95173984, 0.00468272, 0.01415510, 0.00882487
2, 1.98437327, 0.00508672, 0.02219969, 0.00389618
3, 1.98763168, 0.05756963, 0.24453032, 0.03891051
4, 1.95410998, 0.00456152, 0.00985591, 0.00955589
5, 1.96566389, 0.01954740, 0.09952118, 0.01872371
6, 3.26276371, 0.06267279, 0.04985430, 0.37063262
7, 2.80300114, 0.04448175, 0.15728786, 0.10676405
8, 2.93129808, 0.03548481, 0.07090300, 0.04420120
9, 2.27157458, 0.06583159, 0.15573040, 0.12954243
10, 2.02366481, 0.04688127, 0.13223615, 0.07023058
11, 2.09680575, 0.07794474, 0.18589645, 0.14173287
12, 2.02118647, 0.00808903, 0.02475846, 0.01130259
13, 1.98634912, 0.00811549, 0.03087782, 0.01007224
14, 1.99547366, 0.01009654, 0.05109641, 0.00766567
15, 1.97689304, 0.00587643, 0.02948489, 0.00832496
16, 1.97709885, 0.00294341, 0.00837597, 0.00654378
17, 1.98427931, 0.00313916, 0.00601562, 0.00642816
18, 1.99204473, 0.00255862, 0.00762434, 0.00395660
19, 1.98619719, 0.00317291, 0.00945287, 0.00556321
20, 1.98071266, 0.00270342, 0.00851941, 0.00481463
21, 1.98011641, 0.00345442, 0.00965257, 0.00679545
22, 1.97731350, 0.00236518, 0.00915553, 0.00743459
23, 1.96505699, 0.00212221, 0.00726500, 0.00336585
24, 1.96935544, 0.00312517, 0.01923361, 0.00363646
25, 1.95295927, 0.12359663, 0.39684871, 0.07723018
26, 2.03630857, 0.17026063, 0.35377855, 0.20081263
27, 1.85340593, 0.02136894, 0.11121800, 0.01957700
28, 1.85167165, 0.02290809, 0.10806446, 0.01873965
29, 1.85024911, 0.01268716, 0.04870886, 0.01344329
30, 1.85624536, 0.01198872, 0.03368155, 0.01764734
