numRanks,numThreads,speedup,speedupStandardDev,inverseTime,depth, time(s), standardDev, maxDelta, minDelta
8,16,1.0,0.19697878552820783,0.004462776853416196,100, 224.07573420, 31.21039648, 45.63503780, 67.36116720
16,16,1.7005849104820567,0.17945327186937426,0.007589330975768178,100, 131.76392006, 14.90922340, 16.65562294, 38.95410006
32,16,1.8522175820253945,0.14291430287100468,0.008266033752553446,100, 120.97700420, 3.87159868, 7.69133780, 8.69204420
64,16,2.251257431335239,0.1434046006355131,0.010046859555644107,100, 99.53359002, 3.39664630, 7.09028498, 6.67287902
