numRanks,numThreads,speedup,speedupStandardDev,inverseTime,qubit, time(s), standardDev, maxDelta, minDelta
1,8,1.0,0.009133819690460303,0.5387218853438642,30, 1.85624536, 0.01198872, 0.03368155, 0.01764734
1,16,1.1119308347280998,0.020021731490716763,0.5990214756566987,30, 1.66938923, 0.03163730, 0.14763286, 0.01741932
1,32,1.9032972665845254,0.01131905112786624,1.025347891824239,30, 0.97527874, 0.00906577, 0.06232512, 0.00334180
1,64,3.0819664324908693,0.25366338117804205,1.6603227670779843,30, 0.60229253, 0.15273003, 0.49119354, 0.10637760
1,128,2.2149184175941317,0.08199781378087256,1.193225025809159,30, 0.83806489, 0.06850599, 0.12611701, 0.12691281
