numRanks,numThreads,speedup,speedupStandardDev,inverseTime,qubit, time(s), standardDev, maxDelta, minDelta
1,8,1.0,0.0042038323956748455,0.5058442615590371,15, 1.97689304, 0.00587643, 0.02948489, 0.00832496
1,16,1.0318014228565098,0.0031262822802830036,0.521930828820415,15, 1.91596270, 0.00185516, 0.01135635, 0.00227380
1,32,2.0578010869524936,0.0029870435061755234,1.040926871264868,15, 0.96068228, 0.00028226, 0.00060856, 0.00066340
1,64,4.106170757858805,0.0031636605451581517,2.0770829148443988,15, 0.48144443, 0.00052135, 0.00296061, 0.00054057
1,128,8.166760642511385,0.009533511462359635,4.131109006540578,15, 0.24206575, 0.00219269, 0.01149240, 0.00128278
