qubit, time(s), standardDev, maxDelta, minDelta
0, 0.44748582, 0.00039716, 0.00063223, 0.00062387
1, 0.49042022, 0.00242076, 0.00363776, 0.00291016
2, 0.48227896, 0.00054617, 0.00185712, 0.00105489
3, 0.48163180, 0.00079778, 0.00124411, 0.00172786
4, 0.48243777, 0.00107006, 0.00122224, 0.00161177
5, 0.48391838, 0.00088589, 0.00116256, 0.00207349
6, 0.47873940, 0.00049549, 0.00078656, 0.00096849
7, 0.49180004, 0.00066562, 0.00101800, 0.00176999
8, 0.48577691, 0.00068697, 0.00093400, 0.00162090
9, 0.47617742, 0.00099926, 0.00143758, 0.00159849
10, 0.46741324, 0.00062689, 0.00138784, 0.00090632
11, 0.46664280, 0.00059104, 0.00085309, 0.00083979
12, 0.46812873, 0.00117944, 0.00242621, 0.00193874
13, 0.46568116, 0.00069632, 0.00255387, 0.00098412
14, 0.46525147, 0.00073111, 0.00273259, 0.00062955
15, 0.46542622, 0.00039613, 0.00066183, 0.00049321
16, 0.46611242, 0.00076368, 0.00273450, 0.00096347
17, 0.46607369, 0.00056758, 0.00078141, 0.00083872
18, 0.46596439, 0.00061182, 0.00126768, 0.00056949
19, 0.46599421, 0.00056406, 0.00100075, 0.00059621
20, 0.46611818, 0.00053051, 0.00076781, 0.00068928
21, 0.46638243, 0.00064311, 0.00120752, 0.00099150
22, 0.46624828, 0.00082019, 0.00280074, 0.00086224
23, 0.46649322, 0.00075179, 0.00222680, 0.00108515
24, 0.46632497, 0.00074772, 0.00247898, 0.00083895
25, 0.46635342, 0.00065187, 0.00123569, 0.00079733
26, 0.46658780, 0.00051437, 0.00139020, 0.00059181
27, 0.46864180, 0.00075840, 0.00201318, 0.00075885
28, 0.46875793, 0.00028143, 0.00129097, 0.00031396
29, 0.45139949, 0.01094701, 0.07647062, 0.00209938
30, 4.80472505, 1.14581153, 8.01955104, 0.18185616
