qubit, time(s), standardDev, maxDelta, minDelta
0, 0.24143023, 0.00071053, 0.00255781, 0.00085610
1, 0.24185216, 0.00040043, 0.00109280, 0.00085222
2, 0.24168201, 0.00037802, 0.00072197, 0.00073310
3, 0.31345667, 0.01307573, 0.02126823, 0.06289758
4, 0.24177619, 0.00024057, 0.00087885, 0.00044604
5, 0.25020344, 0.00593095, 0.01508968, 0.00879128
6, 0.30255819, 0.00524784, 0.00288700, 0.03033639
7, 0.29466775, 0.00051482, 0.00171038, 0.00087789
8, 0.29210361, 0.00085461, 0.00262538, 0.00116977
9, 0.29074753, 0.00057085, 0.00196349, 0.00074757
10, 0.26079608, 0.00783102, 0.03290700, 0.01964713
11, 0.24436429, 0.00496369, 0.01682255, 0.00322321
12, 0.24524750, 0.00125493, 0.00474844, 0.00116052
13, 0.24276297, 0.00047687, 0.00158699, 0.00070803
14, 0.24151051, 0.00033954, 0.00096548, 0.00047147
15, 0.24099206, 0.00032626, 0.00095678, 0.00055289
16, 0.24109271, 0.00037112, 0.00118539, 0.00046875
17, 0.24080436, 0.00034184, 0.00094779, 0.00049942
18, 0.24143474, 0.00033053, 0.00111230, 0.00064580
19, 0.24175406, 0.00187069, 0.00908089, 0.00092411
20, 0.24160921, 0.00107623, 0.00481380, 0.00079524
21, 0.24131238, 0.00040356, 0.00139153, 0.00054729
22, 0.24113826, 0.00024915, 0.00058576, 0.00054530
23, 0.24113710, 0.00028313, 0.00079600, 0.00057300
24, 0.24124662, 0.00036158, 0.00111230, 0.00050466
25, 0.24312792, 0.00351681, 0.01335707, 0.00290785
26, 0.24508047, 0.00640110, 0.02549958, 0.00401640
27, 0.24479071, 0.00657857, 0.02575334, 0.00422374
28, 0.24566185, 0.00333062, 0.01630509, 0.00219977
29, 2.69291142, 0.74391702, 5.15897962, 0.21055630
30, 2.53696750, 0.06202109, 0.22750260, 0.05398868
