qubit, time(s), standardDev, maxDelta, minDelta
0, 1.48572114, 0.08284113, 0.15113284, 0.24144711
1, 1.50732125, 0.07157087, 0.15969467, 0.13885226
2, 1.49272537, 0.03889353, 0.08585574, 0.12519531
3, 1.44829314, 0.04467070, 0.08245882, 0.13182203
4, 1.42626878, 0.05347850, 0.10972731, 0.13458470
5, 1.54441699, 0.08250980, 0.12633794, 0.17408509
6, 1.58499225, 0.04336316, 0.12979380, 0.08113235
7, 1.65380494, 0.09254075, 0.14096017, 0.17653501
8, 1.60795132, 0.06640412, 0.17446667, 0.09024429
9, 1.61150084, 0.07486096, 0.13737620, 0.13229895
10, 1.61080139, 0.08130537, 0.14114658, 0.14435028
11, 1.50992702, 0.06802417, 0.17418895, 0.14473091
12, 1.52435978, 0.06220734, 0.13581329, 0.15772984
13, 1.58544739, 0.06722212, 0.11224557, 0.12547647
14, 1.56978307, 0.07091912, 0.17100884, 0.15456612
15, 1.56719064, 0.05097907, 0.11261745, 0.09521654
16, 1.53382169, 0.05316637, 0.12448740, 0.09853766
17, 1.56930374, 0.05989840, 0.14100434, 0.12373482
18, 1.53940727, 0.07098023, 0.12880584, 0.15524220
19, 1.51794072, 0.07006275, 0.13959130, 0.16380384
20, 1.54885632, 0.06412334, 0.14479778, 0.12078939
21, 1.56621772, 0.06580005, 0.15397723, 0.14363180
22, 1.57493742, 0.06916956, 0.11200561, 0.13750235
23, 1.53737045, 0.08053245, 0.19405148, 0.19713741
24, 1.49072719, 0.05821807, 0.11199886, 0.17769929
25, 1.62075006, 0.09042573, 0.16282303, 0.20409906
26, 1.51187538, 0.05432783, 0.13330553, 0.12876145
27, 1.51208869, 0.05350669, 0.08602932, 0.13525966
28, 1.48847691, 0.05121603, 0.08023916, 0.11270984
29, 1.49950151, 0.04417522, 0.10752348, 0.08894040
30, 10.71779640, 3.95422843, 27.63002071, 0.94858429
31, 24.54786108, 1.04516316, 2.26275788, 2.13422302
32, 25.18751730, 1.32852979, 4.38376263, 2.82158326
