qubit, time(s), standardDev, maxDelta, minDelta
0, 0.24149613, 0.00048089, 0.00122877, 0.00148205
1, 0.24210369, 0.00035958, 0.00113237, 0.00074565
2, 0.24197834, 0.00045363, 0.00147064, 0.00070851
3, 0.32196733, 0.01676371, 0.01817969, 0.07278343
4, 0.24239867, 0.00067819, 0.00332124, 0.00102060
5, 0.25125212, 0.00727558, 0.01987892, 0.01046318
6, 0.30284616, 0.00640867, 0.00350694, 0.03908916
7, 0.29679560, 0.00035741, 0.00164843, 0.00058245
8, 0.29296450, 0.00048439, 0.00154157, 0.00089554
9, 0.29128767, 0.00029705, 0.00084638, 0.00043178
10, 0.24892457, 0.01027225, 0.04680936, 0.00827773
11, 0.24251856, 0.00324043, 0.01205049, 0.00255360
12, 0.24568834, 0.00121212, 0.00527964, 0.00140132
13, 0.24348028, 0.00070350, 0.00276177, 0.00086124
14, 0.24268824, 0.00044335, 0.00142854, 0.00067932
15, 0.24196855, 0.00055327, 0.00278839, 0.00087658
16, 0.24167049, 0.00042730, 0.00083148, 0.00075353
17, 0.24161734, 0.00056343, 0.00235067, 0.00070633
18, 0.24205094, 0.00037703, 0.00116796, 0.00057298
19, 0.24200387, 0.00080752, 0.00436906, 0.00090094
20, 0.24222996, 0.00189549, 0.00835798, 0.00110795
21, 0.24169388, 0.00041069, 0.00097713, 0.00064983
22, 0.24160791, 0.00045622, 0.00168609, 0.00062872
23, 0.24148140, 0.00038900, 0.00094047, 0.00074730
24, 0.24169524, 0.00046410, 0.00144093, 0.00065334
25, 0.25600010, 0.01299598, 0.02117604, 0.01490599
26, 0.24733349, 0.00914148, 0.03275755, 0.00623461
27, 0.24498654, 0.00858189, 0.03837155, 0.00414158
28, 1.41017846, 0.38737916, 2.47855255, 0.26339940
29, 1.43410529, 0.39485279, 2.56206070, 0.28450740
30, 1.36470040, 0.15476651, 0.18686453, 0.20072230
