qubit, time(s), standardDev, maxDelta, minDelta
0, 0.44809793, 0.00070597, 0.00196098, 0.00112091
1, 0.49247703, 0.00147288, 0.00160197, 0.00421899
2, 0.48228519, 0.00038790, 0.00142674, 0.00086223
3, 0.48204760, 0.00040347, 0.00084745, 0.00106067
4, 0.48326677, 0.00037067, 0.00081231, 0.00117067
5, 0.48405794, 0.00060293, 0.00077494, 0.00197985
6, 0.47872145, 0.00044749, 0.00117966, 0.00081152
7, 0.49184842, 0.00041207, 0.00067648, 0.00128740
8, 0.48616599, 0.00045076, 0.00063391, 0.00134594
9, 0.47674089, 0.00054882, 0.00077615, 0.00122580
10, 0.46789381, 0.00028363, 0.00068313, 0.00088489
11, 0.46693387, 0.00028437, 0.00048520, 0.00088090
12, 0.46865369, 0.00059617, 0.00191237, 0.00148077
13, 0.46577287, 0.00041508, 0.00141702, 0.00089778
14, 0.46601321, 0.00066443, 0.00217270, 0.00117324
15, 0.46594119, 0.00058723, 0.00240283, 0.00096314
16, 0.46659953, 0.00062791, 0.00251146, 0.00111361
17, 0.46672782, 0.00058305, 0.00220024, 0.00099385
18, 0.46657108, 0.00038190, 0.00076884, 0.00083220
19, 0.46655558, 0.00047792, 0.00205947, 0.00096253
20, 0.46644812, 0.00056316, 0.00184181, 0.00106510
21, 0.46670231, 0.00041899, 0.00134758, 0.00109641
22, 0.46651815, 0.00038780, 0.00096287, 0.00082004
23, 0.46637589, 0.00039534, 0.00082119, 0.00061288
24, 0.46686716, 0.00070977, 0.00201386, 0.00115615
25, 0.46697740, 0.00065952, 0.00153467, 0.00123633
26, 0.46713724, 0.00082060, 0.00262180, 0.00106322
27, 0.46898750, 0.00088031, 0.00263143, 0.00093743
28, 0.46883127, 0.00045284, 0.00254478, 0.00037534
29, 0.45157169, 0.01130331, 0.07897925, 0.00216770
30, 4.75566170, 1.15677646, 8.09592941, 0.18958763
31, 5.11213862, 0.17906196, 0.83761844, 0.11233672
