qubit, time(s), standardDev, maxDelta, minDelta
0, 0.12087905, 0.00038130, 0.00104988, 0.00137508
1, 0.12106708, 0.00029008, 0.00106093, 0.00040606
2, 0.12145579, 0.00117703, 0.00626338, 0.00066674
3, 0.15076140, 0.00871616, 0.01151272, 0.02671436
4, 0.12123864, 0.00031561, 0.00077326, 0.00048463
5, 0.12661370, 0.00375189, 0.00721542, 0.00598176
6, 0.14997730, 0.00372734, 0.00250783, 0.01519022
7, 0.14909713, 0.00038830, 0.00246985, 0.00029914
8, 0.14670262, 0.00046700, 0.00174131, 0.00044355
9, 0.14542760, 0.00033695, 0.00079141, 0.00072946
10, 0.13329560, 0.00317921, 0.01588148, 0.00164348
11, 0.12336402, 0.00331805, 0.00789303, 0.00271707
12, 0.12383240, 0.00157970, 0.00360353, 0.00157636
13, 0.12270115, 0.00177220, 0.00634195, 0.00121830
14, 0.12157602, 0.00036987, 0.00131708, 0.00042600
15, 0.12103796, 0.00028495, 0.00090695, 0.00032901
16, 0.12085628, 0.00077706, 0.00321365, 0.00050425
17, 0.12094939, 0.00041805, 0.00253260, 0.00036848
18, 0.12092865, 0.00018259, 0.00058329, 0.00029457
19, 0.12102071, 0.00028006, 0.00076326, 0.00040475
20, 0.12095866, 0.00025955, 0.00067034, 0.00037679
21, 0.12090371, 0.00022496, 0.00080826, 0.00028679
22, 0.12093740, 0.00038129, 0.00187963, 0.00035435
23, 0.12105138, 0.00049301, 0.00270050, 0.00037439
24, 0.12107463, 0.00045561, 0.00202231, 0.00043483
25, 0.12836074, 0.00813590, 0.01618029, 0.00752186
26, 0.12477391, 0.00529028, 0.01893718, 0.00400083
27, 0.61901206, 0.20574653, 1.41531211, 0.11329692
28, 0.63123547, 0.21791581, 1.50715364, 0.12223969
29, 0.65920930, 0.21287832, 1.48618670, 0.11976724
30, 1.02524778, 0.00596889, 0.01111916, 0.01154587
31, 1.02220307, 0.00546038, 0.01158012, 0.01091801
