qubit, time(s), standardDev, maxDelta, minDelta
0, 0.24131278, 0.00085665, 0.00510212, 0.00065879
1, 0.24174690, 0.00037773, 0.00086618, 0.00076890
2, 0.24175759, 0.00030337, 0.00070838, 0.00054546
3, 0.27431158, 0.00711429, 0.01967641, 0.02757243
4, 0.24093843, 0.00043712, 0.00223660, 0.00045252
5, 0.24681739, 0.00736543, 0.01906558, 0.00819830
6, 0.30260750, 0.00587948, 0.00312737, 0.03006550
7, 0.29500770, 0.00046035, 0.00079942, 0.00119853
8, 0.29270387, 0.00032220, 0.00090217, 0.00049401
9, 0.26073367, 0.00542983, 0.02503341, 0.01277573
10, 0.25375365, 0.00831600, 0.01003052, 0.01318954
11, 0.24707367, 0.00513590, 0.01330636, 0.00484755
12, 0.24598214, 0.00234221, 0.01090768, 0.00183103
13, 0.24284385, 0.00072448, 0.00298406, 0.00085281
14, 0.24260491, 0.00045953, 0.00131207, 0.00067991
15, 0.24150383, 0.00037329, 0.00075902, 0.00079667
16, 0.24092607, 0.00030034, 0.00074407, 0.00055722
17, 0.24142139, 0.00161305, 0.00695450, 0.00109022
18, 0.24154644, 0.00041769, 0.00155253, 0.00064354
19, 0.24136811, 0.00030015, 0.00070471, 0.00049096
20, 0.24141750, 0.00037671, 0.00104156, 0.00054750
21, 0.24145980, 0.00055406, 0.00256829, 0.00048275
22, 0.24139307, 0.00043326, 0.00203803, 0.00044606
23, 0.24158228, 0.00103517, 0.00529778, 0.00087226
24, 0.24137607, 0.00048919, 0.00187501, 0.00055924
25, 0.24996548, 0.00912401, 0.02399273, 0.00923352
26, 0.24622806, 0.00786364, 0.02660696, 0.00536998
27, 0.80707730, 0.21678694, 1.49280678, 0.11149730
28, 0.76014301, 0.21838858, 1.52052716, 0.06254002
29, 0.77034309, 0.22080587, 1.53353593, 0.06913903
30, 0.82647403, 0.02425129, 0.03674905, 0.04699619
