qubit, time(s), standardDev, maxDelta, minDelta
0, 0.48368765, 0.00155837, 0.00501417, 0.00256968
1, 0.48305238, 0.00107290, 0.00325762, 0.00176729
2, 0.48414884, 0.00112747, 0.00311007, 0.00248084
3, 0.61517855, 0.02049225, 0.02769450, 0.09842344
4, 0.48550133, 0.00106522, 0.00198765, 0.00231723
5, 0.50186021, 0.01476601, 0.03358167, 0.01687629
6, 0.60574055, 0.01142336, 0.00750637, 0.07827759
7, 0.59557518, 0.00108148, 0.00553790, 0.00136432
8, 0.58690648, 0.00085229, 0.00261565, 0.00193862
9, 0.52520531, 0.00710238, 0.02845652, 0.01258843
10, 0.51433407, 0.01287810, 0.01445592, 0.03219401
11, 0.49005765, 0.00511934, 0.02283340, 0.00464267
12, 0.49159585, 0.00191148, 0.00857725, 0.00336776
13, 0.48685143, 0.00085254, 0.00266554, 0.00171444
14, 0.48656167, 0.00086749, 0.00225125, 0.00168957
15, 0.48488150, 0.00095441, 0.00223650, 0.00173555
16, 0.48303331, 0.00101719, 0.00278365, 0.00140942
17, 0.48316628, 0.00075462, 0.00160164, 0.00140148
18, 0.48426660, 0.00157279, 0.00792233, 0.00174149
19, 0.48401453, 0.00107537, 0.00315545, 0.00156262
20, 0.48395351, 0.00104965, 0.00409146, 0.00186948
21, 0.48346649, 0.00072090, 0.00146141, 0.00134359
22, 0.48370699, 0.00118883, 0.00545283, 0.00179510
23, 0.48414125, 0.00108651, 0.00406371, 0.00174822
24, 0.48433592, 0.00145516, 0.00628922, 0.00196102
25, 0.48833956, 0.00665776, 0.02643453, 0.00680675
26, 0.49095204, 0.01276829, 0.04880188, 0.00932100
27, 0.49458969, 0.01611275, 0.04623234, 0.01255382
28, 1.87577796, 0.37176357, 2.57853412, 0.18858791
29, 1.79591932, 0.39528375, 2.74915157, 0.14048447
30, 1.82439462, 0.45898606, 3.17226346, 0.15933863
31, 1.81201052, 0.05489200, 0.16046358, 0.07822561
