qubit, time(s), standardDev, maxDelta, minDelta
0, 0.44849800, 0.00044009, 0.00134304, 0.00034705
1, 0.48888882, 0.00009096, 0.00038127, 0.00016884
2, 0.48247717, 0.00029431, 0.00131483, 0.00022113
3, 0.48105926, 0.00008920, 0.00028085, 0.00021019
4, 0.49049914, 0.04091985, 0.27690079, 0.00859718
5, 0.48305598, 0.00006646, 0.00019990, 0.00011796
6, 0.47921777, 0.00017008, 0.00072932, 0.00016477
7, 0.49141295, 0.00009815, 0.00023115, 0.00020996
8, 0.48549300, 0.00008206, 0.00019202, 0.00017992
9, 0.48173875, 0.02234058, 0.13051026, 0.00602866
10, 0.46789645, 0.00027339, 0.00120046, 0.00020457
11, 0.46725674, 0.00015905, 0.00056618, 0.00017866
12, 0.46778166, 0.00034537, 0.00173335, 0.00026878
13, 0.47038511, 0.01662671, 0.09028099, 0.00452403
14, 0.47196144, 0.02707254, 0.16596956, 0.00602751
15, 0.46628521, 0.00018324, 0.00083280, 0.00029910
16, 0.46675052, 0.00029905, 0.00141253, 0.00022142
17, 0.46684702, 0.00017091, 0.00056690, 0.00026711
18, 0.46922985, 0.00932920, 0.04938025, 0.00240585
19, 0.47501699, 0.03536835, 0.20438509, 0.00835988
20, 0.46673411, 0.00015570, 0.00052894, 0.00016512
21, 0.46691177, 0.00011865, 0.00043929, 0.00015981
22, 0.46696056, 0.00018827, 0.00073343, 0.00017267
23, 0.46804263, 0.00521949, 0.03288726, 0.00134271
24, 0.46695918, 0.00025653, 0.00139979, 0.00018408
25, 0.47227383, 0.03177621, 0.22027006, 0.00554673
26, 0.46718649, 0.00009158, 0.00050355, 0.00013045
27, 0.47354830, 0.01904261, 0.09752878, 0.00462028
28, 0.46953548, 0.00011780, 0.00064051, 0.00014055
29, 0.45238845, 0.01128568, 0.07898848, 0.00183047
30, 6.38699736, 1.36325295, 9.17049571, 0.43382046
31, 6.23360970, 0.35368030, 1.26104228, 0.19958874
32, 6.39155185, 0.34704845, 1.38249504, 0.20929773
33, 6.42340280, 0.50816047, 2.39507827, 0.21055686
