qubit, time(s), standardDev, maxDelta, minDelta
0, 0.48184431, 0.00283094, 0.01837551, 0.00159038
1, 0.48067325, 0.00030461, 0.00108773, 0.00044125
2, 0.48177811, 0.00224651, 0.01547078, 0.00090810
3, 0.61317517, 0.02336067, 0.04421185, 0.11620214
4, 0.48312404, 0.00048386, 0.00152395, 0.00071122
5, 0.50082283, 0.01345742, 0.03754206, 0.01996879
6, 0.60209656, 0.01075515, 0.00333428, 0.07102966
7, 0.59618015, 0.00032026, 0.00055891, 0.00090093
8, 0.58302963, 0.00045892, 0.00151050, 0.00080478
9, 0.58451206, 0.00043057, 0.00069088, 0.00225097
10, 0.50830538, 0.01918450, 0.02624553, 0.02733428
11, 0.48731664, 0.00438101, 0.01816150, 0.00322655
12, 0.49002743, 0.00200541, 0.00793170, 0.00213242
13, 0.48512921, 0.00046780, 0.00191465, 0.00072321
14, 0.48311357, 0.00032122, 0.00080343, 0.00067048
15, 0.48116855, 0.00029479, 0.00097152, 0.00061754
16, 0.48205149, 0.00021830, 0.00048673, 0.00048864
17, 0.48139107, 0.00023696, 0.00051606, 0.00044691
18, 0.48250723, 0.00103948, 0.00702476, 0.00070739
19, 0.48184091, 0.00024410, 0.00057405, 0.00061184
20, 0.48185791, 0.00028462, 0.00050508, 0.00048483
21, 0.48182143, 0.00039941, 0.00144659, 0.00078644
22, 0.48139956, 0.00024789, 0.00053738, 0.00041964
23, 0.48173151, 0.00029913, 0.00076261, 0.00051961
24, 0.48232886, 0.00158481, 0.00788406, 0.00115391
25, 0.48663001, 0.00988792, 0.05076595, 0.00586109
26, 0.48325247, 0.00555505, 0.02571064, 0.00362152
27, 0.48860759, 0.01063953, 0.04711133, 0.00782651
28, 0.48407308, 0.00402606, 0.01661094, 0.00328104
29, 0.49039680, 0.00658625, 0.02607507, 0.00381285
30, 0.80164562, 0.20726690, 0.37714042, 0.30548964
31, 7.61750484, 0.08577035, 0.09329723, 0.17761994
