qubit, time(s), standardDev, maxDelta, minDelta
0, 1.59305196, 0.15549555, 0.88196609, 0.39100484
1, 1.80615183, 0.05930159, 0.10411526, 0.17717590
2, 1.76983517, 0.04196602, 0.11988884, 0.09268316
3, 1.77034945, 0.04909070, 0.07517456, 0.21399037
4, 1.69635019, 0.04973932, 0.12421575, 0.12634521
5, 1.74814789, 0.05766098, 0.08458418, 0.16455082
6, 1.65379745, 0.01495153, 0.04219066, 0.02393951
7, 1.70533190, 0.06400981, 0.09605522, 0.16336200
8, 1.66412436, 0.04325888, 0.10381454, 0.12497647
9, 1.69029646, 0.06296047, 0.08868254, 0.12774836
10, 1.68480735, 0.05674211, 0.06661261, 0.15401939
11, 1.66538592, 0.04329076, 0.14358419, 0.04991401
12, 1.62409902, 0.02312349, 0.09861806, 0.08371807
13, 1.69821506, 0.06137019, 0.08216994, 0.18630096
14, 1.71201828, 0.06029903, 0.14338562, 0.16478438
15, 1.74992962, 0.01983959, 0.09648440, 0.01665571
16, 1.74441001, 0.02165299, 0.06989893, 0.09941012
17, 1.64640352, 0.03189064, 0.07519752, 0.12855262
18, 1.64899896, 0.03992057, 0.12179807, 0.13258594
19, 1.73180747, 0.04254217, 0.05965764, 0.08726037
20, 1.65161455, 0.06752648, 0.27126340, 0.13404848
21, 1.65962394, 0.02741097, 0.11928911, 0.07922500
22, 1.64481729, 0.04574320, 0.20468063, 0.09514231
23, 1.62680080, 0.03829072, 0.06090224, 0.11739685
24, 1.65097244, 0.03932660, 0.17909765, 0.06686040
25, 1.66466591, 0.08950641, 0.19076216, 0.16629895
26, 1.76501758, 0.01337134, 0.03944236, 0.02104358
27, 1.67070482, 0.03421472, 0.21811825, 0.02248888
28, 1.66652649, 0.04536612, 0.17029843, 0.15140354
29, 1.63428255, 0.01880116, 0.09120836, 0.02582449
30, 11.03873825, 0.93092415, 4.44236674, 0.94270220
31, 12.61265781, 0.53697873, 0.89684231, 0.95127782
32, 26.74952644, 1.29680269, 2.49297168, 3.35662449
33, 26.85149979, 1.08341213, 2.47197924, 2.21857680
