depth, trials
10,0.02030000,0.00196100,0.00165600,0.00074900,0.00082000,0.00188900,0.00151900,0.00114500,0.00069000,0.00069500,0.00099800,0.00135500,0.00080600,0.00085900,0.00094700,0.00100900,0.00066300,0.00140200,0.00103400,0.00230000
