qubit, time(s), standardDev, maxDelta, minDelta
0, 0.44923905, 0.00284740, 0.01965700, 0.00083212
1, 0.49014515, 0.00080719, 0.00139483, 0.00125411
2, 0.48260728, 0.00018101, 0.00059580, 0.00026021
3, 0.48603223, 0.01271513, 0.05169167, 0.00383919
4, 0.48293034, 0.00009636, 0.00041768, 0.00016835
5, 0.48325250, 0.00012071, 0.00050655, 0.00017252
6, 0.47936680, 0.00017589, 0.00063523, 0.00028684
7, 0.49586034, 0.01453425, 0.07522467, 0.00354734
8, 0.48637962, 0.00012487, 0.00029248, 0.00026853
9, 0.47595923, 0.00008346, 0.00030073, 0.00016126
10, 0.46802384, 0.00015861, 0.00052507, 0.00018494
11, 0.46736173, 0.00015475, 0.00046516, 0.00018981
12, 0.47108976, 0.01319623, 0.07026535, 0.00350870
13, 0.46610271, 0.00021039, 0.00080825, 0.00021264
14, 0.46645925, 0.00051310, 0.00136174, 0.00044123
15, 0.46641657, 0.00044270, 0.00130544, 0.00036362
16, 0.46695265, 0.00037408, 0.00150538, 0.00037968
17, 0.46912992, 0.01058269, 0.05244002, 0.00245085
18, 0.46702220, 0.00025590, 0.00116375, 0.00031229
19, 0.46687392, 0.00022837, 0.00081501, 0.00023198
20, 0.46691270, 0.00024004, 0.00075933, 0.00029964
21, 0.46953499, 0.01102470, 0.06719695, 0.00274900
22, 0.46702902, 0.00035195, 0.00143800, 0.00027907
23, 0.46704983, 0.00031635, 0.00125025, 0.00028774
24, 0.46719196, 0.00044216, 0.00174213, 0.00039886
25, 0.46717134, 0.00036996, 0.00115565, 0.00035929
26, 0.47105254, 0.01345681, 0.07187950, 0.00398959
27, 0.46952996, 0.00056501, 0.00214616, 0.00039694
28, 0.47058360, 0.00385838, 0.01997642, 0.00114560
29, 0.45251001, 0.01133611, 0.07932393, 0.00193612
30, 6.21465553, 1.18677858, 8.24341850, 0.27150952
31, 6.35794077, 0.38050643, 2.10813613, 0.22838576
32, 6.72091253, 0.11042609, 0.72342247, 0.10234564
33, 6.91640914, 0.06915136, 0.16556893, 0.11508006
34, 6.74421701, 0.34924622, 1.25116196, 0.19470095
