qubit, trials
0,0.44841992,0.46889605,0.44921810,0.44872094,0.44862293,0.44870696,0.44854002,0.44851411,0.44973391,0.45035595,0.44842201,0.44884098,0.44936609,0.45058099,0.44976205,0.44906693,0.44904907,0.44853195,0.44866201,0.44894294,0.44976501,0.44886297,0.44854895,0.44856011,0.44853904,0.44845309,0.44868497,0.44866794,0.44942006,0.44878105,0.44864501,0.44858796,0.44891712,0.44865694,0.44860710,0.44851305,0.44850495,0.44885790,0.44863289,0.44861110,0.44880910,0.44841711,0.44850793,0.44857907,0.44840692,0.44862791,0.44862405,0.44875107,0.44865703,0.44880096
1,0.49140592,0.49116602,0.49056797,0.49030402,0.49008295,0.48894096,0.48895490,0.48912504,0.48899000,0.48926895,0.49036904,0.48901202,0.48996294,0.48971390,0.48895592,0.48900611,0.48891495,0.48950895,0.49126305,0.48948792,0.49035900,0.49048310,0.49036390,0.49019594,0.49131797,0.48964010,0.49102602,0.48959202,0.49036991,0.48945309,0.49131798,0.49044992,0.49020998,0.48889103,0.49104607,0.49108204,0.49134102,0.49087000,0.49153998,0.49042290,0.49130790,0.49010906,0.49073096,0.48991393,0.48912005,0.48964501,0.49049591,0.49050791,0.49066209,0.48979101
2,0.48255201,0.48251812,0.48257289,0.48260411,0.48244401,0.48241407,0.48245104,0.48241790,0.48246205,0.48250396,0.48246308,0.48248693,0.48250708,0.48287906,0.48254606,0.48320309,0.48265393,0.48296200,0.48289303,0.48299011,0.48275106,0.48277594,0.48252989,0.48270903,0.48267298,0.48271797,0.48292995,0.48253912,0.48244701,0.48258197,0.48256704,0.48253898,0.48267196,0.48296109,0.48249488,0.48247697,0.48261889,0.48248301,0.48253607,0.48238891,0.48275710,0.48248589,0.48262809,0.48243291,0.48267489,0.48242293,0.48261812,0.48234708,0.48251103,0.48256891
3,0.48219304,0.48231897,0.48242511,0.48232210,0.48229911,0.48232500,0.48237293,0.48225909,0.48235707,0.48236402,0.48224310,0.48246300,0.48240309,0.48244498,0.53772390,0.53291491,0.52975804,0.51219301,0.48286806,0.48238708,0.48236889,0.48236396,0.48235488,0.48233388,0.48235310,0.48234701,0.48238401,0.48237997,0.48232893,0.48237910,0.48232402,0.48235506,0.48238391,0.48242611,0.48229091,0.48257209,0.48227993,0.48240608,0.48233410,0.48224998,0.48240688,0.48234795,0.48235610,0.48241991,0.48238211,0.48231492,0.48232799,0.48242706,0.48232410,0.48245290
4,0.48282405,0.48302398,0.48300295,0.48289702,0.48290690,0.48309605,0.48284190,0.48293809,0.48285996,0.48296511,0.48282689,0.48288396,0.48281990,0.48276199,0.48281410,0.48292295,0.48286704,0.48284791,0.48295296,0.48298505,0.48298995,0.48294804,0.48283095,0.48334801,0.48286100,0.48303388,0.48310591,0.48288989,0.48295392,0.48290701,0.48286006,0.48291409,0.48298604,0.48290295,0.48287791,0.48291406,0.48293311,0.48286901,0.48304307,0.48284199,0.48296100,0.48284799,0.48293398,0.48300090,0.48292607,0.48299910,0.48295007,0.48305102,0.48284208,0.48295508
5,0.48323307,0.48319702,0.48319297,0.48315702,0.48311403,0.48328004,0.48307998,0.48332695,0.48308210,0.48375904,0.48318800,0.48332305,0.48335112,0.48318900,0.48309001,0.48331401,0.48333504,0.48327290,0.48311291,0.48333102,0.48314693,0.48319400,0.48326407,0.48340003,0.48338408,0.48318302,0.48332790,0.48318806,0.48319011,0.48326198,0.48314993,0.48311790,0.48328396,0.48317097,0.48325895,0.48317911,0.48330389,0.48334498,0.48359096,0.48329300,0.48331694,0.48328811,0.48314403,0.48331095,0.48320789,0.48334412,0.48327892,0.48321190,0.48318597,0.48317308
6,0.47927501,0.47931299,0.48000202,0.47931093,0.47929191,0.47931700,0.47945893,0.47920209,0.47921898,0.47953089,0.47907995,0.47921892,0.47928893,0.47923803,0.47933506,0.47937096,0.47926501,0.47952891,0.47916493,0.47921897,0.47966210,0.47978004,0.47931108,0.47916901,0.47965695,0.47956990,0.47962104,0.47950608,0.47958903,0.47950697,0.47933212,0.47938397,0.47944790,0.47926594,0.47927293,0.47928192,0.47932689,0.47913500,0.47943798,0.47953007,0.47944611,0.47918401,0.47926992,0.47936010,0.47925692,0.47927607,0.47934910,0.47923908,0.47931907,0.47922204
7,0.49284204,0.49279796,0.49251608,0.49272096,0.49266805,0.49273606,0.49254597,0.49281705,0.49272897,0.49257994,0.49266002,0.49294409,0.49269806,0.49275808,0.49251601,0.49274303,0.49265989,0.49276801,0.49293207,0.49274500,0.49231300,0.49295092,0.49265597,0.49266990,0.49272001,0.49310509,0.49271908,0.49276911,0.49257199,0.49255402,0.49256600,0.49267710,0.49259890,0.49258010,0.49276901,0.49257198,0.49271788,0.49266311,0.49267689,0.56218889,0.57108500,0.50206689,0.49299891,0.49280488,0.49262492,0.49283204,0.49282607,0.49275491,0.49290189,0.49270506
8,0.48644802,0.48637209,0.48653906,0.48637310,0.48635403,0.48638589,0.48623694,0.48650610,0.48639399,0.48637594,0.48642091,0.48652792,0.48630107,0.48625905,0.48657106,0.48623900,0.48648105,0.48647907,0.48624000,0.48636497,0.48624096,0.48642993,0.48652692,0.48628193,0.48631494,0.48645209,0.48611108,0.48627404,0.48627108,0.48667210,0.48651499,0.48649092,0.48623303,0.48648295,0.48634697,0.48645093,0.48624799,0.48641195,0.48619006,0.48629890,0.48622707,0.48615296,0.48629295,0.48652395,0.48643400,0.48629804,0.48643197,0.48656697,0.48659606,0.48634390
9,0.47601905,0.47584998,0.47598411,0.47589994,0.47595098,0.47587899,0.47601405,0.47590401,0.47586390,0.47594602,0.47597395,0.47591592,0.47596894,0.47598907,0.47594594,0.47605710,0.47599705,0.47594290,0.47594098,0.47594390,0.47590698,0.47625996,0.47585389,0.47597389,0.47587193,0.47603205,0.47579796,0.47597495,0.47584398,0.47614391,0.47588204,0.47595891,0.47594401,0.47594689,0.47596396,0.47600001,0.47598191,0.47603407,0.47609203,0.47602904,0.47600405,0.47598209,0.47612797,0.47588807,0.47593989,0.47586902,0.47593200,0.47591004,0.47599302,0.47583607
10,0.46795690,0.46787409,0.46789497,0.46783891,0.46794702,0.46804798,0.46788105,0.46797589,0.46801799,0.46802698,0.46803103,0.46792998,0.46796106,0.46796806,0.46799295,0.46790304,0.46800711,0.46807200,0.46787194,0.46792400,0.46795809,0.46809800,0.46804990,0.46791810,0.46790011,0.46801804,0.46828506,0.46815109,0.46854892,0.46800807,0.46796204,0.46825798,0.46828391,0.46830889,0.46806412,0.46797196,0.46789209,0.46805907,0.46806888,0.46841706,0.46789807,0.46791491,0.46792191,0.46802789,0.46791707,0.46790103,0.46847596,0.46793212,0.46788405,0.46797491
11,0.46734907,0.46729399,0.46733093,0.46717193,0.46735909,0.46723693,0.46750889,0.46734907,0.46743303,0.46717903,0.46734789,0.46730991,0.46728888,0.46728198,0.46737704,0.46725695,0.46723909,0.46732407,0.46721208,0.46745209,0.46721792,0.46734997,0.46732897,0.46723811,0.46722696,0.46729795,0.46731408,0.46723492,0.46737399,0.46738411,0.46782689,0.46775606,0.46725411,0.46719310,0.46777190,0.46754405,0.46764790,0.46739508,0.46736693,0.46724191,0.46729702,0.46743406,0.46764995,0.46765894,0.46728906,0.46734892,0.46732403,0.46733289,0.46722093,0.46726407
12,0.46792591,0.46787695,0.46767711,0.46771605,0.46777591,0.46772401,0.46768204,0.46776308,0.46771996,0.46783599,0.46774897,0.46774701,0.46768611,0.46776290,0.46780209,0.46773411,0.46781698,0.46773808,0.46769989,0.46776895,0.46783806,0.51387094,0.54135511,0.50913996,0.47001802,0.46774099,0.46777495,0.46764205,0.46772195,0.46764298,0.46780904,0.46774491,0.46786710,0.46822489,0.46839090,0.46782208,0.46781112,0.46824793,0.46809108,0.46803399,0.46800992,0.46783808,0.46777395,0.46799006,0.46794306,0.46817488,0.46758107,0.46773900,0.46769791,0.46775007
13,0.46596896,0.46593589,0.46630711,0.46600411,0.46599790,0.46597198,0.46604891,0.46591602,0.46604507,0.46608111,0.46607108,0.46602407,0.46599793,0.46596711,0.46605605,0.46607410,0.46593404,0.46598801,0.46691096,0.46601409,0.46595191,0.46598806,0.46598099,0.46601896,0.46597092,0.46603899,0.46596597,0.46603100,0.46605094,0.46603705,0.46601899,0.46601409,0.46598791,0.46601005,0.46607810,0.46598498,0.46659589,0.46589007,0.46642511,0.46594610,0.46639406,0.46644004,0.46645500,0.46625194,0.46633896,0.46602010,0.46601401,0.46598098,0.46658390,0.46635590
14,0.46607693,0.46609704,0.46606804,0.46649297,0.46667309,0.46685110,0.46623994,0.46603293,0.46607497,0.46606395,0.46615794,0.46602691,0.46638910,0.46609203,0.46612009,0.46614105,0.46620204,0.46613889,0.46656996,0.46780206,0.46603503,0.46614802,0.46602509,0.46782099,0.46772108,0.46777802,0.46601802,0.46614888,0.46626195,0.46613901,0.46612905,0.46632196,0.46611003,0.46699596,0.46686598,0.46607693,0.46615096,0.46613602,0.46734091,0.46726908,0.46652309,0.46625104,0.46674002,0.46650409,0.46623492,0.46661811,0.46643312,0.46617403,0.46649407,0.46718610
