qubit, time(s), standardDev, maxDelta, minDelta
0, 0.12290876, 0.00886082, 0.06181128, 0.00211589
1, 0.12187145, 0.00077560, 0.00317361, 0.00076340
2, 0.12208415, 0.00106473, 0.00502585, 0.00107003
3, 0.15499788, 0.00574549, 0.00665826, 0.01936775
4, 0.12212689, 0.00105244, 0.00440995, 0.00087889
5, 0.13242933, 0.00341167, 0.00553158, 0.00840422
6, 0.15253645, 0.00334295, 0.00205654, 0.01566535
7, 0.15020358, 0.00038708, 0.00151551, 0.00057947
8, 0.14755482, 0.00046544, 0.00175220, 0.00052279
9, 0.14603429, 0.00045521, 0.00214572, 0.00047641
10, 0.14858742, 0.00049901, 0.00150971, 0.00098939
11, 0.13244220, 0.00410056, 0.02003078, 0.00128218
12, 0.12755639, 0.00319938, 0.00477570, 0.00473839
13, 0.12304245, 0.00093992, 0.00250066, 0.00125729
14, 0.12348755, 0.00162391, 0.00435750, 0.00185259
15, 0.12216632, 0.00192529, 0.00913770, 0.00114529
16, 0.12211106, 0.00144749, 0.00379397, 0.00139902
17, 0.12287511, 0.00157925, 0.00726686, 0.00181211
18, 0.12235532, 0.00126328, 0.00414171, 0.00126133
19, 0.12198721, 0.00120516, 0.00536860, 0.00095020
20, 0.12256554, 0.00141956, 0.00350234, 0.00145438
21, 0.12259011, 0.00159032, 0.00518079, 0.00148015
22, 0.12246265, 0.00146627, 0.00453935, 0.00129666
23, 0.12248718, 0.00147450, 0.00502670, 0.00143921
24, 0.12222304, 0.00126684, 0.00511799, 0.00106301
25, 0.14356587, 0.00927330, 0.03405812, 0.02142498
26, 0.14080177, 0.00464134, 0.01248135, 0.01032959
27, 0.78772314, 0.20991877, 1.46824281, 0.06340821
28, 0.79335645, 0.20926238, 1.46430751, 0.04099253
29, 0.80509278, 0.21743334, 1.52165035, 0.04156872
30, 1.03491824, 0.00429168, 0.01686961, 0.00840919
31, 1.04470089, 0.01243684, 0.04489514, 0.01621988
32, 1.04407007, 0.00897698, 0.02467006, 0.01766212
33, 1.22871347, 0.24092280, 0.47177462, 0.20072337
34, 1.53046617, 0.16161562, 0.32738081, 0.35847839
