qubit, time(s), standardDev, maxDelta, minDelta
0, 0.44825558, 0.00044441, 0.00135039, 0.00097566
1, 0.49389293, 0.00070400, 0.00216806, 0.00307090
2, 0.48249119, 0.00042584, 0.00172781, 0.00108707
3, 0.48231135, 0.00027567, 0.00050267, 0.00092943
4, 0.48355739, 0.00030449, 0.00068363, 0.00048945
5, 0.48450688, 0.00039634, 0.00059923, 0.00158396
6, 0.47913110, 0.00047474, 0.00150900, 0.00094199
7, 0.49238527, 0.00021226, 0.00039573, 0.00046534
8, 0.48638007, 0.00029522, 0.00052492, 0.00121601
9, 0.47705003, 0.00037420, 0.00065293, 0.00126207
10, 0.46801390, 0.00047016, 0.00217114, 0.00051693
11, 0.46734412, 0.00050445, 0.00160690, 0.00126219
12, 0.46911980, 0.00034450, 0.00151109, 0.00084679
13, 0.46621435, 0.00041556, 0.00156176, 0.00043541
14, 0.46615407, 0.00029660, 0.00047099, 0.00128299
15, 0.46633953, 0.00041086, 0.00069744, 0.00112949
16, 0.46688436, 0.00048180, 0.00169469, 0.00100128
17, 0.46692978, 0.00031474, 0.00129528, 0.00053471
18, 0.46693319, 0.00063133, 0.00176380, 0.00111230
19, 0.46720035, 0.00068440, 0.00142655, 0.00161035
20, 0.46717389, 0.00064018, 0.00171811, 0.00111381
21, 0.46714789, 0.00049235, 0.00173119, 0.00134586
22, 0.46698391, 0.00059630, 0.00181198, 0.00151493
23, 0.46705906, 0.00038430, 0.00091004, 0.00165194
24, 0.46729667, 0.00073196, 0.00234835, 0.00161063
25, 0.46755840, 0.00065070, 0.00118757, 0.00140743
26, 0.46753577, 0.00075898, 0.00227114, 0.00124270
27, 0.47058252, 0.00098782, 0.00120246, 0.00189647
28, 0.46961962, 0.00091066, 0.00325037, 0.00105654
29, 0.45213080, 0.01113508, 0.07780230, 0.00299190
30, 4.84298937, 1.15396405, 8.07513059, 0.18752528
31, 4.85484655, 0.04158413, 0.10455249, 0.03035649
32, 5.36949483, 0.22525163, 1.10679417, 0.09939484
