qubit, time(s), standardDev, maxDelta, minDelta
0, 0.00382896, 0.48045898, 0.12211900, -0.10821297
1, 0.00401392, 0.48038131, 0.11643696, -0.11637618
2, 0.00400967, 0.48038309, 0.11632238, -0.11623030
3, 0.00400965, 0.48038310, 0.11629740, -0.11626146
4, 0.00396866, 0.48040031, 0.11513546, -0.11507232
5, 0.00396731, 0.48040087, 0.11510564, -0.11498777
6, 0.00398289, 0.48039434, 0.11554613, -0.11546522
7, 0.00409711, 0.48034639, 0.11888380, -0.11877394
8, 0.00400375, 0.48038558, 0.11627830, -0.11600513
9, 0.00391567, 0.48042256, 0.11362041, -0.11353332
10, 0.00389896, 0.48042958, 0.11314505, -0.11303505
11, 0.00389308, 0.48043205, 0.11290685, -0.11288704
12, 0.00389703, 0.48043039, 0.11303391, -0.11298088
13, 0.00388276, 0.48043638, 0.11263432, -0.11258027
14, 0.00388408, 0.48043583, 0.11274081, -0.11258881
15, 0.00388428, 0.48043574, 0.11277778, -0.11258975
16, 0.00388865, 0.48043390, 0.11279539, -0.11273541
17, 0.00388941, 0.48043359, 0.11285661, -0.11273362
18, 0.00388843, 0.48043400, 0.11278865, -0.11275466
19, 0.00388882, 0.48043383, 0.11280514, -0.11274316
20, 0.00388989, 0.48043339, 0.11285904, -0.11277817
21, 0.00389071, 0.48043304, 0.11285833, -0.11281631
22, 0.00389025, 0.48043323, 0.11286568, -0.11277576
23, 0.00389071, 0.48043304, 0.11296836, -0.11279336
24, 0.00389658, 0.48043058, 0.11311831, -0.11295334
25, 0.00389878, 0.48042965, 0.11321925, -0.11297022
26, 0.00390089, 0.48042877, 0.11325911, -0.11306518
27, 0.00388963, 0.48043350, 0.12897130, -0.10873148
28, 0.06035950, 0.45958315, 4.69795540, -0.97893453
29, 0.03546549, 0.46805009, 1.04129347, -1.01469755
