qubit, time(s), standardDev, maxDelta, minDelta
0, 0.00212496, 0.08035800, 0.14484709, -0.03286595
1, 0.00151781, 0.08063278, 0.04077720, -0.03258908
2, 0.00130050, 0.08073202, 0.03429158, -0.02954148
3, 0.00133207, 0.08071757, 0.03870987, -0.02924900
4, 0.00124752, 0.08075628, 0.03199739, -0.02858559
5, 0.00127547, 0.08074348, 0.03596545, -0.02792555
6, 0.00120873, 0.08077406, 0.03414521, -0.02780928
7, 0.00123044, 0.08076411, 0.03475745, -0.02785247
8, 0.00139470, 0.08068894, 0.05036027, -0.02751823
9, 0.00287354, 0.08002425, 0.30136848, -0.02636940
10, 0.00206878, 0.08038327, 0.26731017, -0.03273524
11, 0.00138205, 0.08069472, 0.04368892, -0.02877684
12, 0.00126919, 0.08074635, 0.03739582, -0.02846487
13, 0.00437622, 0.07937136, 1.57388166, -0.02536574
14, 0.00126786, 0.08074696, 0.03621322, -0.02752606
15, 0.00123892, 0.08076022, 0.03311401, -0.02788108
16, 0.00126370, 0.08074887, 0.03507533, -0.02768241
17, 0.00120998, 0.08077349, 0.03328311, -0.02756613
18, 0.00121900, 0.08076935, 0.03239799, -0.02788104
19, 0.00130787, 0.08072864, 0.03868102, -0.02772110
20, 0.00124221, 0.08075871, 0.03439071, -0.02781771
21, 0.00123922, 0.08076008, 0.03130684, -0.02824472
22, 0.00121861, 0.08076953, 0.03348136, -0.02766128
23, 0.00120478, 0.08077587, 0.03126724, -0.02757825
24, 0.00123798, 0.08076065, 0.03478595, -0.02770908
