qubit, trials
0,0.14697205,0.06860299,0.05837707,0.05020001,0.05471495,0.05617390,0.06240207,0.06119803,0.05212093,0.04587092,0.04869511,0.04527604,0.04292389,0.04093594,0.03775396,0.03906611,0.04105190,0.03709605,0.03499090,0.03805504
1,0.03651895,0.03780896,0.03532712,0.03410689,0.03673594,0.04043799,0.03914807,0.03702790,0.03616008,0.03503911,0.03672094,0.03629291,0.04051105,0.04162808,0.03985193,0.03902804,0.03785098,0.04085005,0.04229500,0.03556295
2,0.03407402,0.03387011,0.03421005,0.03358010,0.03331510,0.03559208,0.03249692,0.03204396,0.03320000,0.03249890,0.03116299,0.03133012,0.03242498,0.03141602,0.03135300,0.03084197,0.03154893,0.03115411,0.03124607,0.03289004
3,0.03254498,0.03472005,0.03361003,0.03292909,0.03382811,0.03452206,0.03596498,0.04004194,0.03515988,0.03289698,0.03141310,0.03187800,0.03355802,0.03194510,0.03264804,0.03304092,0.03151294,0.03058107,0.03250309,0.03073693
4,0.03019412,0.03104204,0.03066096,0.03311307,0.03226289,0.03144101,0.03015810,0.03051603,0.03249909,0.03120503,0.02983311,0.03026405,0.03221012,0.03056293,0.03064102,0.03020089,0.03138294,0.03190096,0.03324490,0.03042612
5,0.03724092,0.03115895,0.03171691,0.03376005,0.02997305,0.03627599,0.03196790,0.03343099,0.03083591,0.03336001,0.02920102,0.03341996,0.03131589,0.03017601,0.02945206,0.02960190,0.03193896,0.03019690,0.02924097,0.03347009
6,0.02923995,0.02939489,0.03344108,0.03535394,0.02901801,0.02935699,0.02913100,0.02988609,0.03152209,0.02982788,0.03120702,0.03026196,0.02933994,0.02967712,0.02954098,0.02953408,0.02924404,0.02946406,0.03042103,0.02950492
7,0.02980097,0.03147405,0.02948891,0.03040788,0.03598790,0.03244691,0.03009011,0.02971604,0.02960704,0.02952895,0.02991611,0.03051004,0.03107506,0.02969607,0.03134302,0.02908292,0.03070411,0.02970411,0.03058994,0.03405094
8,0.02999911,0.03071911,0.03049789,0.03101193,0.03071408,0.02962406,0.02954705,0.02966804,0.02922096,0.03657892,0.05109595,0.05120111,0.05175497,0.05005508,0.03628403,0.02891293,0.02908612,0.02951597,0.03117205,0.03069199
9,0.02964003,0.03071004,0.03098388,0.03380493,0.03232601,0.03070705,0.03183209,0.03001204,0.03688392,0.03463111,0.03208706,0.02924295,0.14376297,0.14815207,0.11452712,0.06008710,0.11738706,0.11326202,0.05249001,0.30424203
10,0.26937896,0.05614103,0.04672790,0.04024489,0.03509199,0.03947209,0.03706105,0.04122604,0.03696310,0.04767494,0.03909802,0.03635905,0.03935100,0.03480402,0.03745889,0.03653291,0.03634400,0.03974906,0.04644389,0.03826792
11,0.03998399,0.03579591,0.04507098,0.04363596,0.04154489,0.03651495,0.03374692,0.03500998,0.03266304,0.03242109,0.03204799,0.03128002,0.03030895,0.03215496,0.03277399,0.03015889,0.03093411,0.03075103,0.03156910,0.03266011
12,0.03408493,0.03438310,0.03107205,0.03296989,0.03384795,0.03112997,0.03161695,0.03127098,0.03866501,0.03234393,0.03034908,0.03008899,0.02973406,0.03061489,0.03064101,0.03025095,0.02982508,0.03071908,0.03003210,0.03095496
13,0.03007295,0.03109609,0.03023793,0.03003989,0.03319192,0.03105497,0.03135397,0.03093794,0.03481000,0.03337890,0.03499493,0.03404006,0.03007506,0.03257498,0.03280206,0.03292493,0.03270096,0.03382496,0.02974196,1.57825789
14,0.03710095,0.03748108,0.03591594,0.03178099,0.03144296,0.03014208,0.02984403,0.03206900,0.03139705,0.03023001,0.02990098,0.03208297,0.03367504,0.03270811,0.03042904,0.02900208,0.03022510,0.02942295,0.02879392,0.03028689
15,0.03245393,0.03435293,0.03141300,0.03066894,0.03138003,0.03046011,0.03050305,0.02981604,0.03058609,0.03114606,0.03185898,0.03170589,0.03082705,0.03033897,0.03014703,0.03053802,0.02912000,0.02930505,0.03135408,0.03148310
16,0.02895204,0.03252993,0.03186607,0.02894611,0.03279297,0.02923599,0.02987388,0.03180600,0.03633903,0.03267495,0.03335102,0.03336009,0.03026806,0.03309708,0.03076306,0.03388293,0.03356004,0.02980097,0.02909510,0.02965389
17,0.03227089,0.02936890,0.03087095,0.03019805,0.03041897,0.03045011,0.03005898,0.02962903,0.02906406,0.02888900,0.02877612,0.02884992,0.03180505,0.03079888,0.02921899,0.02974605,0.02995796,0.03099911,0.03449309,0.02912809
18,0.03017389,0.03009799,0.02921009,0.02923212,0.02946111,0.02939103,0.03361699,0.02944689,0.02967311,0.03139798,0.03358089,0.03051008,0.03044191,0.03005093,0.03004896,0.03000408,0.03012998,0.02910004,0.03161511,0.03231702
19,0.02993001,0.02902896,0.03006593,0.03029808,0.03052501,0.02997901,0.03005699,0.03715196,0.03054498,0.03115396,0.03087909,0.03347608,0.03625409,0.03998889,0.03786706,0.03564700,0.03368306,0.03257791,0.03192009,0.03290505
20,0.02978705,0.02905992,0.03253991,0.03055099,0.03000204,0.03045494,0.03057303,0.03028997,0.02946110,0.03114297,0.02989499,0.03449198,0.03020594,0.03033890,0.03157810,0.03508005,0.02989302,0.03031201,0.03563292,0.02981504
21,0.03054207,0.03147490,0.03244500,0.03125402,0.02948393,0.03124102,0.03029509,0.03011493,0.02967510,0.03222701,0.03217095,0.03116190,0.03091409,0.03124990,0.03197206,0.03254605,0.02968189,0.02950989,0.03213908,0.02950908
22,0.02927093,0.02906706,0.02892794,0.02898611,0.02945610,0.03063894,0.03104491,0.02946392,0.03174608,0.02943093,0.02887989,0.02990011,0.03163296,0.03320789,0.03469996,0.03226093,0.02900600,0.03063497,0.02982701,0.03121991
23,0.03247201,0.03108609,0.02916390,0.02878303,0.03229192,0.03158805,0.02914589,0.02917200,0.02915897,0.02929592,0.02895797,0.03039601,0.03005004,0.03139092,0.03156299,0.03014911,0.02933509,0.02928900,0.02921391,0.02988602
24,0.03013399,0.03127104,0.03083289,0.03078909,0.02908607,0.02987597,0.02977999,0.02894705,0.02935491,0.03053802,0.03019610,0.03448388,0.03260094,0.03366199,0.03602392,0.02951604,0.03006998,0.03124903,0.03109791,0.02947995
