qubit, trials
0,0.00381199,0.00014705,0.00032394,0.00009803,0.00041004,0.00025892,0.00031196,0.00019102,0.00024504,0.00048795,0.00019006,0.00024396,0.00016808,0.00019891,0.00023808,0.00022190,0.00015389,0.00013807,0.00025803,0.00019702
1,0.00017794,0.00023304,0.00021407,0.00014412,0.00013603,0.00011209,0.00027799,0.00015391,0.00025907,0.00017106,0.00038202,0.00014499,0.00015194,0.00009198,0.00011711,0.00015496,0.00018403,0.00013693,0.00015200,0.00016194
2,0.00015301,0.00035291,0.00025496,0.00016401,0.00014289,0.00018599,0.00017593,0.00032997,0.00026793,0.00024807,0.00034202,0.00042109,0.00051200,0.00021103,0.00026894,0.00018897,0.00018405,0.00010091,0.00015697,0.00027205
3,0.00028597,0.00023202,0.00065295,0.00084811,0.00055902,0.00019989,0.00031600,0.00014606,0.00022811,0.00027009,0.00019711,0.00029609,0.00016594,0.00034991,0.00045191,0.00029494,0.00023695,0.00020011,0.00036199,0.00014499
4,0.00049803,0.00023994,0.00031505,0.00025005,0.00014291,0.00016106,0.00014809,0.00034894,0.00021405,0.00018695,0.00015395,0.00033103,0.00014602,0.00010507,0.00013508,0.00011004,0.00011805,0.00011094,0.00018199,0.00016399
5,0.00021792,0.00016689,0.00012695,0.00020503,0.00021599,0.00010794,0.00011109,0.00021290,0.00021706,0.00020300,0.00062506,0.00019506,0.00022089,0.00015212,0.00018496,0.00021191,0.00028911,0.00017310,0.00017111,0.00013608
6,0.00010795,0.00022610,0.00019899,0.00011306,0.00014801,0.00021291,0.00011092,0.00017601,0.00022097,0.00015411,0.00018100,0.00018900,0.00018294,0.00020804,0.00010509,0.00018510,0.00018500,0.00017790,0.00011896,0.00019190
7,0.00017293,0.00014411,0.00033801,0.00026908,0.00030908,0.00021505,0.00028491,0.00011707,0.00019592,0.00032409,0.00024299,0.00019595,0.00043510,0.00024790,0.00022309,0.00022708,0.00018002,0.00019097,0.00025696,0.00036200
8,0.00023204,0.00020497,0.00023089,0.00008601,0.00018390,0.00020699,0.00023899,0.00020999,0.00025499,0.00018491,0.00013608,0.00019089,0.00024397,0.00011398,0.00013393,0.00010790,0.00014105,0.00023005,0.00015594,0.00016393
9,0.00063009,0.00015810,0.00022194,0.00021994,0.00018103,0.00104998,0.00031494,0.00010400,0.00022596,0.00022309,0.00013789,0.00021209,0.00022510,0.00016398,0.00027795,0.00041698,0.00039104,0.00021499,0.00028309,0.00030305
10,0.00016998,0.00013490,0.00017691,0.00022496,0.00021609,0.00012000,0.00016199,0.00016306,0.00010690,0.00024404,0.00013510,0.00014207,0.00014293,0.00015303,0.00020093,0.00021209,0.00021005,0.00019196,0.00032295,0.00016604
11,0.00015311,0.00019500,0.00024093,0.00043804,0.00015498,0.00015892,0.00012810,0.00019898,0.00013605,0.00016811,0.00023694,0.00014306,0.00028392,0.00014211,0.00010297,0.00012594,0.00010201,0.00016612,0.00023290,0.00013812
12,0.00018908,0.00025493,0.00024401,0.00019303,0.00015910,0.00014604,0.00014709,0.00009489,0.00017292,0.00013898,0.00012094,0.00017697,0.00012998,0.00017000,0.00014192,0.00012902,0.00014909,0.00016099,0.00025502,0.00025311
13,0.00029891,0.00024908,0.00029490,0.00020389,0.00009295,0.00016112,0.00021310,0.00015110,0.00032305,0.00010891,0.00018210,0.00012110,0.00017490,0.00014110,0.00013710,0.00018197,0.00014397,0.00015893,0.00012191,0.00013003
14,0.00014711,0.00008491,0.00027395,0.00015192,0.00030996,0.00018904,0.00021889,0.00030498,0.00013711,0.00015702,0.00042110,0.00020601,0.00023493,0.00015900,0.00026089,0.00012302,0.00015291,0.00017604,0.00012605,0.00023708
