qubit, time(s), standardDev, maxDelta, minDelta
0, 0.48253603, 0.00046714, 0.00113087, 0.00116510
1, 0.48378694, 0.00242561, 0.01201689, 0.00134408
2, 0.48306041, 0.00044496, 0.00123043, 0.00077538
3, 0.55622962, 0.01374543, 0.03083536, 0.04377464
4, 0.48268114, 0.00138725, 0.00441589, 0.00182424
5, 0.51453520, 0.01302845, 0.02438187, 0.02521611
6, 0.61030155, 0.00955054, 0.00280661, 0.06659347
7, 0.59482694, 0.00043491, 0.00089502, 0.00069094
8, 0.58875910, 0.00025931, 0.00066098, 0.00054017
9, 0.58293447, 0.00055744, 0.00127449, 0.00115547
10, 0.61082491, 0.00185622, 0.00386205, 0.01001081
11, 0.49230507, 0.01038677, 0.05850789, 0.00637105
12, 0.49162135, 0.00266366, 0.01006070, 0.00265321
13, 0.48569622, 0.00055401, 0.00126586, 0.00096931
14, 0.48547869, 0.00174406, 0.01125331, 0.00105982
15, 0.48240083, 0.00119826, 0.00697429, 0.00102370
16, 0.48186127, 0.00155445, 0.00614079, 0.00153533
17, 0.48399395, 0.00104239, 0.00486809, 0.00117582
18, 0.48316189, 0.00050522, 0.00142530, 0.00079294
19, 0.48268623, 0.00042111, 0.00124173, 0.00065417
20, 0.48268666, 0.00047591, 0.00174342, 0.00069274
21, 0.48294878, 0.00150584, 0.00660229, 0.00115275
22, 0.48265666, 0.00048594, 0.00140124, 0.00068158
23, 0.48268936, 0.00052400, 0.00171973, 0.00078319
24, 0.48359686, 0.00180204, 0.01184434, 0.00117975
25, 0.53063733, 0.01618965, 0.02422756, 0.03823239
26, 0.51983642, 0.02097502, 0.02459765, 0.03914427
27, 0.49853636, 0.01586105, 0.03958463, 0.01607824
28, 0.48853805, 0.00900460, 0.03092907, 0.00715901
29, 0.50386113, 0.01782045, 0.05143982, 0.01613897
30, 0.87239217, 0.17993781, 0.32316066, 0.26308106
31, 1.67300844, 0.11732136, 0.24578453, 0.37064337
32, 10.60703514, 0.01945353, 0.06339481, 0.04190133
