qubit, time(s), standardDev, maxDelta, minDelta
0, 0.12274986, 0.00497596, 0.03316921, 0.00195580
1, 0.12169327, 0.00067259, 0.00219474, 0.00068225
2, 0.12146406, 0.00074630, 0.00475593, 0.00048713
3, 0.14862721, 0.00657105, 0.00803883, 0.02415435
4, 0.12171239, 0.00079720, 0.00389152, 0.00071353
5, 0.12877851, 0.00430869, 0.00664038, 0.00765448
6, 0.15252016, 0.00291139, 0.00267365, 0.01517413
7, 0.14917598, 0.00022761, 0.00094499, 0.00039301
8, 0.14726216, 0.00030062, 0.00097173, 0.00041730
9, 0.14578836, 0.00039589, 0.00108154, 0.00052350
10, 0.13961636, 0.00935427, 0.01470865, 0.00876842
11, 0.12433005, 0.00361267, 0.00934481, 0.00276804
12, 0.12338881, 0.00120546, 0.00537224, 0.00104289
13, 0.12234085, 0.00094375, 0.00399310, 0.00082486
14, 0.12169185, 0.00033525, 0.00118503, 0.00039688
15, 0.12121951, 0.00049649, 0.00214041, 0.00042760
16, 0.12116803, 0.00036356, 0.00163518, 0.00045193
17, 0.12116381, 0.00074025, 0.00432042, 0.00052091
18, 0.12120136, 0.00028020, 0.00091949, 0.00037750
19, 0.12126922, 0.00042767, 0.00152684, 0.00051021
20, 0.12122040, 0.00052382, 0.00219746, 0.00045233
21, 0.12124446, 0.00029413, 0.00102040, 0.00040558
22, 0.12129158, 0.00037539, 0.00193530, 0.00042648
23, 0.12126479, 0.00041579, 0.00180998, 0.00047884
24, 0.12153675, 0.00076494, 0.00345825, 0.00051881
25, 0.13510447, 0.00514868, 0.00684947, 0.01389151
26, 0.13192661, 0.00640137, 0.01254527, 0.01092561
27, 0.88234615, 0.21996787, 1.49949790, 0.16664814
28, 0.90348977, 0.20660833, 1.43603641, 0.16937583
29, 0.91572994, 0.22321771, 1.56090409, 0.05472082
30, 1.02905018, 0.00874428, 0.02473180, 0.02020128
31, 1.03079278, 0.00810187, 0.02058523, 0.01672871
32, 1.02913724, 0.00619067, 0.01278271, 0.01205312
