qubit, time(s), standardDev, maxDelta, minDelta
0, 0.12996485, 0.02332207, 0.16045497, 0.00737693
1, 0.12614787, 0.00331376, 0.00571024, 0.00432599
2, 0.12699371, 0.00342440, 0.00564832, 0.00539594
3, 0.15850542, 0.00786452, 0.00951555, 0.02816937
4, 0.12466131, 0.00333973, 0.01333370, 0.00283633
5, 0.13657036, 0.00100822, 0.00405058, 0.00158659
6, 0.15440956, 0.00199807, 0.00311622, 0.01188937
7, 0.15098228, 0.00082653, 0.00374589, 0.00121608
8, 0.14941267, 0.00098736, 0.00233623, 0.00142768
9, 0.14833298, 0.00111382, 0.00304708, 0.00153413
10, 0.15397101, 0.00053406, 0.00102801, 0.00099283
11, 0.13395298, 0.00313027, 0.01877010, 0.00179303
12, 0.13237109, 0.00084573, 0.00310383, 0.00274314
13, 0.12769608, 0.00192411, 0.00348897, 0.00410013
14, 0.12662469, 0.00200055, 0.00372828, 0.00421558
15, 0.12518959, 0.00173610, 0.00424142, 0.00315957
16, 0.12320815, 0.00158459, 0.00385084, 0.00205932
17, 0.12376050, 0.00146162, 0.00376959, 0.00221352
18, 0.12354903, 0.00160151, 0.00501795, 0.00170212
19, 0.12415165, 0.00188812, 0.00784451, 0.00244063
20, 0.12368543, 0.00129960, 0.00309246, 0.00208146
21, 0.12428494, 0.00159070, 0.00381712, 0.00277896
22, 0.12571661, 0.00229994, 0.00520332, 0.00389664
23, 0.12483666, 0.00219039, 0.00522735, 0.00314972
24, 0.12438177, 0.00143757, 0.00404240, 0.00225876
25, 0.14338547, 0.00723162, 0.04770654, 0.00664050
26, 0.14290099, 0.00648484, 0.04384584, 0.00503592
27, 0.92933201, 0.21185633, 1.48191095, 0.06042193
28, 0.93061674, 0.21593039, 1.50970209, 0.04795182
29, 0.93744061, 0.21763022, 1.52043036, 0.05277750
30, 1.04987444, 0.00790400, 0.02386151, 0.01528634
31, 1.06562330, 0.02996613, 0.12189768, 0.02950932
32, 1.72834701, 0.01982788, 0.01882320, 0.06809492
33, 1.88985958, 0.09894355, 0.24536262, 0.22362461
34, 2.22888864, 0.10537039, 0.22702013, 0.24299968
35, 3.31362916, 0.02811756, 0.08228468, 0.06026912
36, 4.58616590, 0.03414406, 0.07572223, 0.07754492
37, 5.27198522, 0.02747235, 0.08339794, 0.04403727
38, 5.37921732, 0.03267761, 0.07759673, 0.07194131
