qubit, time(s), standardDev, maxDelta, minDelta
0, 0.12582971, 0.00964162, 0.06372928, 0.00442482
1, 0.12409522, 0.00157031, 0.00421570, 0.00273516
2, 0.12402387, 0.00192187, 0.00712113, 0.00224586
3, 0.15668919, 0.00686045, 0.00789593, 0.02603199
4, 0.12388913, 0.00160200, 0.00500091, 0.00193612
5, 0.13560744, 0.00116798, 0.00432543, 0.00159546
6, 0.15333699, 0.00250365, 0.00436617, 0.01331089
7, 0.15034377, 0.00095303, 0.00332511, 0.00098573
8, 0.14855982, 0.00071252, 0.00186823, 0.00124980
9, 0.14680647, 0.00057874, 0.00183654, 0.00091338
10, 0.15227723, 0.00056150, 0.00157190, 0.00097632
11, 0.13327711, 0.00266639, 0.01555688, 0.00257008
12, 0.12922314, 0.00223678, 0.00315783, 0.00449899
13, 0.12548783, 0.00140347, 0.00473711, 0.00229766
14, 0.12417914, 0.00113121, 0.00239799, 0.00181415
15, 0.12368207, 0.00144563, 0.00274010, 0.00216321
16, 0.12346604, 0.00181056, 0.00654504, 0.00231292
17, 0.12348892, 0.00150917, 0.00320314, 0.00224592
18, 0.12364018, 0.00131756, 0.00420486, 0.00224913
19, 0.12337467, 0.00136136, 0.00295737, 0.00177762
20, 0.12402854, 0.00794051, 0.05502453, 0.00284443
21, 0.12276785, 0.00112477, 0.00403221, 0.00130574
22, 0.12277783, 0.00094767, 0.00240313, 0.00169481
23, 0.12344257, 0.00169400, 0.00534042, 0.00211946
24, 0.12284490, 0.00099067, 0.00362615, 0.00125190
25, 0.14136675, 0.00161635, 0.00441023, 0.00653771
26, 0.14126494, 0.00147736, 0.00246808, 0.00501993
27, 0.80305801, 0.21404724, 1.49691190, 0.04880916
28, 0.80333398, 0.21703181, 1.51812913, 0.04172085
29, 0.82172184, 0.22632405, 1.58219309, 0.04922681
30, 1.04140742, 0.00530823, 0.02000467, 0.00783546
31, 1.04830907, 0.00850935, 0.03434803, 0.01290797
32, 1.05557842, 0.01310495, 0.03194361, 0.02143545
33, 1.05611609, 0.01395166, 0.05250384, 0.01745103
34, 1.71947902, 0.07720402, 0.18441493, 0.14385122
35, 2.51349763, 0.02298428, 0.05079146, 0.04107646
36, 2.68085710, 0.03327759, 0.06514581, 0.09053413
