qubit, time(s), standardDev, maxDelta, minDelta
0, 0.12286094, 0.00776397, 0.05367800, 0.00212506
1, 0.12174366, 0.00073396, 0.00275948, 0.00064967
2, 0.12284602, 0.00256208, 0.01530014, 0.00178303
3, 0.15251479, 0.00728194, 0.00838318, 0.02483067
4, 0.12268846, 0.00240600, 0.01341064, 0.00161855
5, 0.13582121, 0.00107480, 0.00169385, 0.00372731
6, 0.15274498, 0.00289408, 0.00198511, 0.01451394
7, 0.14956787, 0.00048130, 0.00200102, 0.00040772
8, 0.14767345, 0.00059738, 0.00293175, 0.00054439
9, 0.14615549, 0.00030741, 0.00099551, 0.00056852
10, 0.13822471, 0.00365022, 0.01197828, 0.00721966
11, 0.13317129, 0.00020455, 0.00087169, 0.00029537
12, 0.12642644, 0.00334420, 0.00617672, 0.00399540
13, 0.12519595, 0.00227061, 0.00508597, 0.00331089
14, 0.12209538, 0.00057158, 0.00211761, 0.00053933
15, 0.12166026, 0.00098394, 0.00582454, 0.00069025
16, 0.12103477, 0.00046082, 0.00203810, 0.00048175
17, 0.12157075, 0.00048647, 0.00231035, 0.00044458
18, 0.12189301, 0.00110892, 0.00517313, 0.00076683
19, 0.12151237, 0.00053145, 0.00263767, 0.00054140
20, 0.12180037, 0.00102097, 0.00436263, 0.00092335
21, 0.12150846, 0.00067019, 0.00232162, 0.00061140
22, 0.12137406, 0.00032994, 0.00112588, 0.00052302
23, 0.12153479, 0.00067366, 0.00231937, 0.00066158
24, 0.12176215, 0.00086957, 0.00325693, 0.00082408
25, 0.13825583, 0.00529972, 0.00609207, 0.01680589
26, 0.13377434, 0.00715375, 0.01170963, 0.01261121
27, 0.78014594, 0.20987574, 1.46770710, 0.05576187
28, 0.78460481, 0.20352148, 1.42361519, 0.04878070
29, 0.79424743, 0.21488066, 1.50301047, 0.05080442
30, 1.03152365, 0.00544735, 0.02047234, 0.00842757
31, 1.03315712, 0.00542389, 0.01447176, 0.01118232
32, 1.03492841, 0.00457527, 0.01185862, 0.00917849
33, 1.03243749, 0.00510520, 0.01870854, 0.00799458
