qubit, time(s), standardDev, maxDelta, minDelta
0, 0.12229492, 0.00363947, 0.02446507, 0.00145198
1, 0.12150932, 0.00068756, 0.00325464, 0.00072623
2, 0.12228998, 0.00163806, 0.00816289, 0.00125512
3, 0.14322618, 0.00491611, 0.01229783, 0.01612214
4, 0.12176110, 0.00042299, 0.00186298, 0.00061609
5, 0.13011982, 0.00354802, 0.00635216, 0.00617268
6, 0.15177921, 0.00429456, 0.00177380, 0.01681522
7, 0.15022974, 0.00024889, 0.00072713, 0.00040369
8, 0.14780667, 0.00025960, 0.00086639, 0.00036170
9, 0.14670220, 0.00042650, 0.00248178, 0.00039521
10, 0.13620380, 0.00198624, 0.01134535, 0.00346783
11, 0.13243475, 0.00218286, 0.00462923, 0.00757279
12, 0.12768770, 0.00360986, 0.00555824, 0.00489379
13, 0.12380952, 0.00223640, 0.00857049, 0.00214046
14, 0.12231773, 0.00090548, 0.00477726, 0.00101369
15, 0.12183843, 0.00096017, 0.00392761, 0.00095640
16, 0.12125950, 0.00071184, 0.00218052, 0.00080257
17, 0.12183507, 0.00058552, 0.00158493, 0.00084790
18, 0.12181701, 0.00068098, 0.00246988, 0.00078883
19, 0.12202462, 0.00097469, 0.00376932, 0.00098856
20, 0.12199451, 0.00106364, 0.00460146, 0.00113751
21, 0.12185293, 0.00101110, 0.00577015, 0.00098473
22, 0.12171291, 0.00075411, 0.00341416, 0.00082301
23, 0.12168940, 0.00065155, 0.00224654, 0.00081857
24, 0.12169645, 0.00067554, 0.00185062, 0.00075338
25, 0.13851976, 0.00226541, 0.00341630, 0.00590563
26, 0.13717476, 0.00427744, 0.00425704, 0.01479689
27, 0.13999134, 0.00904158, 0.01700062, 0.01773243
28, 0.28514285, 0.01624956, 0.01377016, 0.06359262
29, 0.48682520, 0.02590219, 0.06490877, 0.07462213
30, 3.04171904, 0.00494403, 0.02560679, 0.00670298
31, 3.06041101, 0.03542305, 0.11029717, 0.02995614
32, 3.01116234, 0.03877930, 0.09558362, 0.04568535
33, 3.12369737, 0.04088123, 0.11648074, 0.04282317
