qubit, time(s), standardDev, maxDelta, minDelta
0, 0.48194799, 0.00177834, 0.01132503, 0.00124679
1, 0.48214201, 0.00068235, 0.00276609, 0.00061993
2, 0.48321810, 0.00619333, 0.04240689, 0.00196829
3, 0.53885617, 0.01843483, 0.01876173, 0.05241336
4, 0.48204665, 0.00113232, 0.00735016, 0.00087767
5, 0.49756319, 0.01594731, 0.04160493, 0.01771218
6, 0.61047455, 0.00906671, 0.00335458, 0.06038257
7, 0.59106310, 0.00032272, 0.00079171, 0.00071915
8, 0.58750057, 0.00057624, 0.00146747, 0.00138974
9, 0.58229590, 0.00075874, 0.00178002, 0.00187589
10, 0.49705813, 0.02013065, 0.09195306, 0.01484320
11, 0.48461814, 0.00516904, 0.03033690, 0.00274702
12, 0.48937031, 0.00137467, 0.00529579, 0.00146218
13, 0.48654639, 0.00051201, 0.00127662, 0.00077140
14, 0.48359650, 0.00043058, 0.00173647, 0.00055163
15, 0.48246397, 0.00075502, 0.00455509, 0.00085296
16, 0.48374272, 0.00039195, 0.00086927, 0.00078273
17, 0.48276094, 0.00040028, 0.00078197, 0.00115589
18, 0.48318014, 0.00038705, 0.00132885, 0.00065407
19, 0.48282086, 0.00041841, 0.00196326, 0.00066983
20, 0.48243580, 0.00033431, 0.00072612, 0.00085888
21, 0.48239468, 0.00078460, 0.00438239, 0.00087570
22, 0.48288733, 0.00039239, 0.00091379, 0.00074536
23, 0.48287349, 0.00225075, 0.01436252, 0.00115948
24, 0.48241144, 0.00039449, 0.00088567, 0.00065762
25, 0.48823563, 0.01008265, 0.05077227, 0.00749651
26, 0.48655081, 0.00620767, 0.02664518, 0.00600672
27, 0.48648500, 0.00590760, 0.02511406, 0.00486612
28, 0.48666464, 0.00581956, 0.02564252, 0.00546061
29, 0.49235904, 0.00568433, 0.02318299, 0.00500810
30, 6.26579630, 1.50876886, 10.50021350, 0.92999947
31, 6.14030152, 0.14852532, 0.29557342, 0.13682347
