numRanks,numThreads,speedup,speedupStandardDev,inverseTime,depth, time(s), standardDev, maxDelta, minDelta
8,128,1.0,0.033475996062330024,0.022407018590945134,100, 44.62887358, 1.05641470, 2.66078742, 1.97180258
16,128,1.7366778187311502,0.029792905232955427,0.03891377217079093,100, 25.69784280, 0.46490803, 1.05471720, 0.91923180
32,128,3.7187561586422784,0.03596315624519534,0.08332623838188924,100, 12.00102176, 0.32492142, 0.63004524, 0.63109276
64,128,5.766575557297128,0.08020945468463173,0.12921176571844656,100, 7.73923330, 0.59311191, 1.18164770, 0.72848530
128,128,12.306049593247359,0.035688807992802975,0.27574188201698635,100, 3.62658002, 0.09686227, 0.26123798, 0.17151202
256,128,19.09984419731617,0.034250760367523,0.42797056401341893,100, 2.33660930, 0.05784198, 0.12471870, 0.13339030
