qubit, time(s), standardDev, maxDelta, minDelta
0, 0.12474021, 0.00566956, 0.02441564, 0.00364217
1, 0.12256248, 0.00146827, 0.00611036, 0.00132735
2, 0.12354817, 0.00322305, 0.01775680, 0.00229421
3, 0.14935745, 0.00527556, 0.01156436, 0.01616944
4, 0.12309478, 0.00118309, 0.00322820, 0.00125788
5, 0.13531410, 0.00131243, 0.00406087, 0.00434410
6, 0.15391006, 0.00276898, 0.00244413, 0.01555313
7, 0.15056933, 0.00048809, 0.00114166, 0.00084222
8, 0.14820354, 0.00080297, 0.00322540, 0.00072448
9, 0.14684447, 0.00039959, 0.00157753, 0.00052461
10, 0.13439013, 0.00325816, 0.01711892, 0.00172211
11, 0.13391715, 0.00092717, 0.00257868, 0.00337821
12, 0.12844346, 0.00305596, 0.00558235, 0.00552629
13, 0.12396345, 0.00163574, 0.00675049, 0.00189362
14, 0.12417237, 0.00184672, 0.00592454, 0.00230042
15, 0.12326023, 0.00158307, 0.00542477, 0.00206515
16, 0.12254545, 0.00252841, 0.01396540, 0.00159547
17, 0.12222788, 0.00083393, 0.00247314, 0.00104902
18, 0.12436891, 0.00173214, 0.00479292, 0.00290394
19, 0.12351300, 0.00197246, 0.00508807, 0.00219180
20, 0.12369364, 0.00196902, 0.00525648, 0.00252050
21, 0.12269077, 0.00188934, 0.00560537, 0.00153884
22, 0.12247410, 0.00102224, 0.00292382, 0.00128999
23, 0.12333053, 0.00185947, 0.00490148, 0.00209563
24, 0.12212190, 0.00094281, 0.00381508, 0.00106391
25, 0.14215673, 0.00520443, 0.01573431, 0.01126374
26, 0.14077889, 0.00180839, 0.00503529, 0.00383174
27, 0.14552428, 0.00348541, 0.00817464, 0.00681736
28, 0.29723867, 0.00982601, 0.01022831, 0.06388172
29, 0.49317544, 0.03271559, 0.07088740, 0.07832353
30, 2.92670279, 0.00508953, 0.01969619, 0.00658588
31, 2.92845208, 0.00297912, 0.00675195, 0.00546605
32, 3.01788757, 0.04377391, 0.11540033, 0.06975053
33, 3.51506830, 0.06137660, 0.12533855, 0.13338733
34, 3.68891423, 0.28609606, 1.53432877, 0.32823508
35, 3.97308373, 0.06549884, 0.12426424, 0.15216684
