qubit, time(s), standardDev, maxDelta, minDelta
0, 0.12279662, 0.00537593, 0.03059426, 0.00192269
1, 0.12186050, 0.00110364, 0.00558162, 0.00104260
2, 0.12179805, 0.00082704, 0.00293993, 0.00079395
3, 0.16391734, 0.01178045, 0.00798579, 0.04023222
4, 0.12269083, 0.00316007, 0.01498231, 0.00166979
5, 0.13508881, 0.00049628, 0.00157725, 0.00079168
6, 0.15373447, 0.00317820, 0.00250242, 0.01516154
7, 0.15082977, 0.00028176, 0.00150039, 0.00040195
8, 0.14799492, 0.00043553, 0.00166018, 0.00057785
9, 0.14709133, 0.00045404, 0.00167876, 0.00059122
10, 0.15296003, 0.00093023, 0.00220588, 0.00149294
11, 0.12901073, 0.00366604, 0.00401610, 0.00777989
12, 0.12703127, 0.00333443, 0.00641065, 0.00461549
13, 0.12503239, 0.00281599, 0.00736383, 0.00310847
14, 0.12267156, 0.00120982, 0.00443845, 0.00130839
15, 0.12180892, 0.00112705, 0.00482687, 0.00092092
16, 0.12148952, 0.00092697, 0.00415850, 0.00066256
17, 0.12215198, 0.00103154, 0.00403893, 0.00090087
18, 0.12278816, 0.00165331, 0.00412873, 0.00142523
19, 0.12171691, 0.00059998, 0.00165207, 0.00065392
20, 0.12250175, 0.00137570, 0.00391017, 0.00139464
21, 0.12279669, 0.00173003, 0.00554713, 0.00174872
22, 0.12263763, 0.00120515, 0.00254547, 0.00175775
23, 0.12237356, 0.00157945, 0.00581743, 0.00154136
24, 0.12174540, 0.00089611, 0.00330276, 0.00074725
25, 0.13743299, 0.00484546, 0.00861293, 0.01478594
26, 0.13582551, 0.00594502, 0.00942266, 0.01369655
27, 0.13876250, 0.00763921, 0.01765344, 0.01595047
28, 0.29168707, 0.02121140, 0.00621981, 0.14603120
29, 0.49791790, 0.02592906, 0.04207420, 0.05738473
30, 3.00826079, 0.00575325, 0.03469198, 0.01031286
31, 3.01543572, 0.00296893, 0.00852129, 0.00527670
32, 3.09055391, 0.08284954, 0.15801010, 0.07740703
33, 3.30801169, 0.14283211, 0.24151237, 0.18743674
34, 3.65153190, 0.33192519, 0.72899321, 0.42223712
